Autor;Titel;Nr;Passage;Aussage;Code des Typs;Annotator/in;Anmerkung;E1;Relation;E2;POST
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;427;"Die vier bedeutendsten Romanautoren der Frühaufklärung stehen für wichtige Phänomene des Romans der ersten Jahrhunderthäflte: die Thematik des sozialen Aufstiegs und des Zufalls in einer modifizierten pikaresken Romanstruktur und zum Teil in der Tradition des komischen Realismus insbesondere bei Lesage (Histoire de Gil Blas de Santillane, 1715-35) und Marivaux (Le Paysan parvenu, 1734-35); bei diesen auch die zeitsatirische, zum Teil moralistische Verve und vor allem die Erzählung aus der Ich-Perspektive (vgl. auch Marivaux' La vie de Marianne, 1731-41); die besonderen Fortschritte in der Psychologisierung der Protagonisten, vor allem in der Vie de Marianne, in der dem ""double registre"" eine herausragende Rolle zufällt, und in Prevosts Véritable histoire du Chevalier des Grieux et de Manon Lescaut (1731), die durch die deutlichen Bezüge zur zeitgenössischen Realität (Verdinglichung der Lebens- und Liebesbeziehungen, Macht des Zufalls und des Geldes, Standesgrenzen, Korrektur des rationalistischen Optimismus, Kehrseite der individualistischen Befreiung aus normativen moralischen Bedingungen) so etwas wie einen wichtigen Aspekt der ""Dialektik der Aufklärung"" antizipiert und deren im Kontext der Mémoires <e1>d'un homme de qualité</e1> begründetet Ich-Form den extrem subjektiven Charakter der Lebensbeichte manifest werden läßt; schließlich die Form des Briefromans in Montesquieus Lettres persanes von 1721 (dem Autor zufolge ""une espèce de roman"") mit ihrer doppelten Realitätssatire, bei der die Infragestellung des Eigenen mit Hilfe des damit kontrastierenden Fremden ergänzt wird durch die Relativierung auch des Fremden.";Mémoire d'un homme de qualité hasAuthor Antoine François Prévost;hasAuthor;SH;;d'un homme de qualité;;Not Found;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;427;"Die vier bedeutendsten Romanautoren der Frühaufklärung stehen für wichtige Phänomene des Romans der ersten Jahrhunderthäflte: die Thematik des sozialen Aufstiegs und des Zufalls in einer modifizierten pikaresken Romanstruktur und zum Teil in der Tradition des komischen Realismus insbesondere bei Lesage (Histoire de Gil Blas de Santillane, 1715-35) und Marivaux (Le Paysan parvenu, 1734-35); bei diesen auch die zeitsatirische, zum Teil moralistische Verve und vor allem die Erzählung aus der Ich-Perspektive (vgl. auch Marivaux' La vie de Marianne, 1731-41); die besonderen Fortschritte in der Psychologisierung der Protagonisten, vor allem in der Vie de Marianne, in der dem ""double registre"" eine herausragende Rolle zufällt, und in <e1>Prevosts</e1> <rel>Véritable histoire du Chevalier des Grieux et de Manon Lescaut (1731), die durch die deutlichen Bezüge zur zeitgenössischen Realität (Verdinglichung der</rel> <e2>Lebens- und Liebesbeziehungen</e2>, Macht des Zufalls und des Geldes, Standesgrenzen, Korrektur des rationalistischen Optimismus, Kehrseite der individualistischen Befreiung aus normativen moralischen Bedingungen) so etwas wie einen wichtigen Aspekt der ""Dialektik der Aufklärung"" antizipiert und deren im Kontext der Mémoires d'un homme de qualité begründetet Ich-Form den extrem subjektiven Charakter der Lebensbeichte manifest werden läßt; schließlich die Form des Briefromans in Montesquieus Lettres persanes von 1721 (dem Autor zufolge ""une espèce de roman"") mit ihrer doppelten Realitätssatire, bei der die Infragestellung des Eigenen mit Hilfe des damit kontrastierenden Fremden ergänzt wird durch die Relativierung auch des Fremden.";Antoine François Prévost topicInterest Leben(sbeichte);topicInterest;SH;Liste prüfen;Prevosts;Véritable histoire du Chevalier des Grieux et de Manon Lescaut (1731), die durch die deutlichen Bezüge zur zeitgenössischen Realität (Verdinglichung der;Lebens- und Liebesbeziehungen;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;427;"Die vier bedeutendsten Romanautoren der Frühaufklärung stehen für wichtige Phänomene des Romans der ersten Jahrhunderthäflte: die Thematik des sozialen Aufstiegs und des Zufalls in einer modifizierten pikaresken Romanstruktur und zum Teil in der Tradition des komischen Realismus insbesondere bei Lesage (Histoire de Gil Blas de Santillane, 1715-35) und Marivaux (Le Paysan parvenu, 1734-35); bei diesen auch die zeitsatirische, zum Teil moralistische Verve und vor allem die Erzählung aus der Ich-Perspektive (vgl. auch Marivaux' La vie de Marianne, 1731-41); die besonderen Fortschritte in der Psychologisierung der Protagonisten, vor allem in der Vie de Marianne, in der dem ""double registre"" eine herausragende Rolle zufällt, und in Prevosts Véritable histoire du Chevalier des Grieux et de Manon Lescaut (1731), die durch die deutlichen Bezüge zur zeitgenössischen Realität (Verdinglichung der <e2>Lebens und Liebesbeziehungen</e2><rel>, Macht des Zufalls und des Geldes, Standesgrenzen, Korrektur des rationalistischen Optimismus, Kehrseite der individualistischen Befreiung aus normativen moralischen Bedingungen) so etwas wie einen wichtigen Aspekt der ""Dialektik der Aufklärung"" antizipiert und deren im Kontext der </rel><e1>Mémoires d'un homme de qualité</e1> begründetet Ich-Form den extrem subjektiven Charakter der Lebensbeichte manifest werden läßt; schließlich die Form des Briefromans in Montesquieus Lettres persanes von 1721 (dem Autor zufolge ""une espèce de roman"") mit ihrer doppelten Realitätssatire, bei der die Infragestellung des Eigenen mit Hilfe des damit kontrastierenden Fremden ergänzt wird durch die Relativierung auch des Fremden.";Mémoire d'un homme de qualité about Leben(sbeichte);about;SH;Liste prüfen;Mémoires d'un homme de qualité;", Macht des Zufalls und des Geldes, Standesgrenzen, Korrektur des rationalistischen Optimismus, Kehrseite der individualistischen Befreiung aus normativen moralischen Bedingungen) so etwas wie einen wichtigen Aspekt der ""Dialektik der Aufklärung"" antizipiert und deren im Kontext der";Lebens und Liebesbeziehungen;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;427;"Die vier bedeutendsten Romanautoren der Frühaufklärung stehen für wichtige Phänomene des Romans der ersten Jahrhunderthäflte: die Thematik des sozialen Aufstiegs und des Zufalls in einer modifizierten pikaresken Romanstruktur und zum Teil in der Tradition des komischen Realismus insbesondere bei Lesage (Histoire de Gil Blas de Santillane, 1715-35) und Marivaux (Le Paysan parvenu, 1734-35); bei diesen auch die zeitsatirische, zum Teil moralistische Verve und vor allem die Erzählung aus der Ich-Perspektive (vgl. auch Marivaux' La vie de Marianne, 1731-41); die besonderen Fortschritte in der Psychologisierung der Protagonisten, vor allem in der Vie de Marianne, in der dem ""double registre"" eine herausragende Rolle zufällt, und in Prevosts Véritable histoire du Chevalier des Grieux et de Manon Lescaut (1731), die durch die deutlichen Bezüge zur zeitgenössischen Realität (Verdinglichung der Lebens- und Liebesbeziehungen, Macht des Zufalls und des Geldes, Standesgrenzen, Korrektur des rationalistischen Optimismus, Kehrseite der individualistischen Befreiung aus normativen moralischen Bedingungen) so etwas wie einen wichtigen Aspekt der ""Dialektik der Aufklärung"" antizipiert und deren im Kontext der Mémoires d'un homme de qualité begründetet Ich-Form den extrem subjektiven Charakter der Lebensbeichte manifest werden läßt; schließlich die Form des Briefromans in <e1>Montesquieu</e1><rel> </rel><e2>Lettres persanes</e2> von 1721 (dem Autor zufolge ""une espèce de roman"") mit ihrer doppelten Realitätssatire, bei der die Infragestellung des Eigenen mit Hilfe des damit kontrastierenden Fremden ergänzt wird durch die Relativierung auch des Fremden.";Montesquieu author Lettres persanes;author;SH;;Montesquieu; ;Lettres persanes;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;427;"Die vier bedeutendsten Romanautoren der Frühaufklärung stehen für wichtige Phänomene des Romans der ersten Jahrhunderthäflte: die Thematik des sozialen Aufstiegs und des Zufalls in einer modifizierten pikaresken Romanstruktur und zum Teil in der Tradition des komischen Realismus insbesondere bei Lesage (Histoire de Gil Blas de Santillane, 1715-35) und Marivaux (Le Paysan parvenu, 1734-35); bei diesen auch die zeitsatirische, zum Teil moralistische Verve und vor allem die Erzählung aus der Ich-Perspektive (vgl. auch Marivaux' La vie de Marianne, 1731-41); die besonderen Fortschritte in der Psychologisierung der Protagonisten, vor allem in der Vie de Marianne, in der dem ""double registre"" eine herausragende Rolle zufällt, und in Prevosts Véritable histoire du Chevalier des Grieux et de Manon Lescaut (1731), die durch die deutlichen Bezüge zur zeitgenössischen Realität (Verdinglichung der Lebens- und Liebesbeziehungen, Macht des Zufalls und des Geldes, Standesgrenzen, Korrektur des rationalistischen Optimismus, Kehrseite der individualistischen Befreiung aus normativen moralischen Bedingungen) so etwas wie einen wichtigen Aspekt der ""Dialektik der Aufklärung"" antizipiert und deren im Kontext der Mémoires d'un homme de qualité begründetet Ich-Form den extrem subjektiven Charakter der Lebensbeichte manifest werden läßt; schließlich die Form des Briefromans in <e2>Montesquieus</e2><rel></rel><e1>Lettres persanes</e1> von 1721 (dem Autor zufolge ""une espèce de roman"") mit ihrer doppelten Realitätssatire, bei der die Infragestellung des Eigenen mit Hilfe des damit kontrastierenden Fremden ergänzt wird durch die Relativierung auch des Fremden.";Lettres persanes hasAuthor Montesquieu;hasAuthor;SH;;Lettres persanes;;Montesquieus;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;427;"Die vier bedeutendsten Romanautoren der Frühaufklärung stehen für wichtige Phänomene des Romans der ersten Jahrhunderthäflte: die Thematik des sozialen Aufstiegs und des Zufalls in einer modifizierten pikaresken Romanstruktur und zum Teil in der Tradition des komischen Realismus insbesondere bei Lesage (Histoire de Gil Blas de Santillane, 1715-35) und Marivaux (Le Paysan parvenu, 1734-35); bei diesen auch die zeitsatirische, zum Teil moralistische Verve und vor allem die Erzählung aus der Ich-Perspektive (vgl. auch Marivaux' La vie de Marianne, 1731-41); die besonderen Fortschritte in der Psychologisierung der Protagonisten, vor allem in der Vie de Marianne, in der dem ""double registre"" eine herausragende Rolle zufällt, und in Prevosts Véritable histoire du Chevalier des Grieux et de Manon Lescaut (1731), die durch die deutlichen Bezüge zur zeitgenössischen Realität (Verdinglichung der Lebens- und Liebesbeziehungen, Macht des Zufalls und des Geldes, Standesgrenzen, Korrektur des rationalistischen Optimismus, Kehrseite der individualistischen Befreiung aus normativen moralischen Bedingungen) so etwas wie einen wichtigen Aspekt der ""Dialektik der Aufklärung"" antizipiert und deren im Kontext der Mémoires d'un homme de qualité begründetet Ich-Form den extrem subjektiven Charakter der Lebensbeichte manifest werden läßt; schließlich die Form des Briefromans in <e1>Montesquieu</e1><rel> Lettres persanes von 1721 (dem Autor zufolge ""une espèce de roman"") mit ihrer doppelten Realitätssatire, bei der die Infragestellung des Eigenen mit Hilfe des damit kontrastierenden </rel><e2>Fremden</e2> ergänzt wird durch die Relativierung auch des Fremden.";Montesquieu topicInterest Fremdheit;topicInterest;SH;;Montesquieu;" Lettres persanes von 1721 (dem Autor zufolge ""une espèce de roman"") mit ihrer doppelten Realitätssatire, bei der die Infragestellung des Eigenen mit Hilfe des damit kontrastierenden ";Fremden;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;427;"Die vier bedeutendsten Romanautoren der Frühaufklärung stehen für wichtige Phänomene des Romans der ersten Jahrhunderthäflte: die Thematik des sozialen Aufstiegs und des Zufalls in einer modifizierten pikaresken Romanstruktur und zum Teil in der Tradition des komischen Realismus insbesondere bei Lesage (Histoire de Gil Blas de Santillane, 1715-35) und Marivaux (Le Paysan parvenu, 1734-35); bei diesen auch die zeitsatirische, zum Teil moralistische Verve und vor allem die Erzählung aus der Ich-Perspektive (vgl. auch Marivaux' La vie de Marianne, 1731-41); die besonderen Fortschritte in der Psychologisierung der Protagonisten, vor allem in der Vie de Marianne, in der dem ""double registre"" eine herausragende Rolle zufällt, und in Prevosts Véritable histoire du Chevalier des Grieux et de Manon Lescaut (1731), die durch die deutlichen Bezüge zur zeitgenössischen Realität (Verdinglichung der Lebens- und Liebesbeziehungen, Macht des Zufalls und des Geldes, Standesgrenzen, Korrektur des rationalistischen Optimismus, Kehrseite der individualistischen Befreiung aus normativen moralischen Bedingungen) so etwas wie einen wichtigen Aspekt der ""Dialektik der Aufklärung"" antizipiert und deren im Kontext der Mémoires d'un homme de qualité begründetet Ich-Form den extrem subjektiven Charakter der Lebensbeichte manifest werden läßt; schließlich die Form des Briefromans in Montesquieus <e1>Lettres persanes</e1><rel>von 1721 (dem Autor zufolge ""une espèce de roman"") mit ihrer doppelten Realitätssatire, bei der die Infragestellung des Eigenen mit Hilfe des damit kontrastierenden </rel><e2>Fremden</e2> ergänzt wird durch die Relativierung auch des Fremden.";Lettres persanes about Fremdheit;about;SH;;Lettres persanes;"von 1721 (dem Autor zufolge ""une espèce de roman"") mit ihrer doppelten Realitätssatire, bei der die Infragestellung des Eigenen mit Hilfe des damit kontrastierenden ";Fremden;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;428;"Um und nach 1750 gibt es alle wichtigen narrativen Spielarten der ersten Jahrhunderthälfte mit interessanten Weiterentwicklungen in einer Zeit nahezu unbeschränkter quantitativer Expansion der Narrativik: Der galant-erotische, gleichwohl satirisch intendierte Roman eines <e1>Crébillon fils</e1><rel> dessen ""contes"", Memoiren und Briefromane programmatische </rel><e2>moralische Nützlichkeit</e2> und pikante Gesellschaftssatire miteinander verbinden, steht neben einer Fülle eher leichter und spielerischer Romane, die der Satire kaum Platz einräumen, bis hin zu ausgesprochen pornographischen Romanen.";Crébillon fils topicInterest Moral;topicInterest;SH;;Crébillon fils;" dessen ""contes"", Memoiren und Briefromane programmatische ";moralische Nützlichkeit;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;428;"Um und nach 1750 gibt es alle wichtigen narrativen Spielarten der ersten Jahrhunderthälfte mit interessanten Weiterentwicklungen in einer Zeit nahezu unbeschränkter quantitativer Expansion der Narrativik: Der <e2>galant-erotische</e2><rel>, gleichwohl satirisch intendierte Roman eines</rel> <e1>Crébillon fils</e1>, dessen ""contes"", Memoiren und Briefromane programmatische moralische Nützlichkeit und pikante Gesellschaftssatire miteinander verbinden, steht neben einer Fülle eher leichter und spielerischer Romane, die der Satire kaum Platz einräumen, bis hin zu ausgesprochen pornographischen Romanen.";Crébillon fils topicInterest Erotik;topicInterest;SH;;Crébillon fils;, gleichwohl satirisch intendierte Roman eines;galant-erotische;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;429;"Auch <e1>Diderot</e1><rel> Bijoux indiscrets (1748), in denen das Motiv vom sprechenden ""bijou"" der Frau als Mittel zur </rel><e2>Persiflage</e2> zeitgenössischer Sitten und Ideologien eingesetzt wird, gehören in die Nähe des Crébillonschen Romans.";Denis Diderot topicInterest Persiflage*;topicInterest;SH;"*Persiflage = Genre? Sonst Thema (zeitgenössische) Sitten; ("") Ideologien";Diderot;" Bijoux indiscrets (1748), in denen das Motiv vom sprechenden ""bijou"" der Frau als Mittel zur ";Persiflage;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;429;"Auch Diderots <e1>Bijoux indiscrets</e1><rel>(1748), in denen das Motiv vom sprechenden ""bijou"" der Frau als Mittel zur </rel><e2>Persiflage</e2> zeitgenössischer Sitten und Ideologien eingesetzt wird, gehören in die Nähe des Crébillonschen Romans.";Bijoux indiscrets about Persiflage*;about;SH;"""";Bijoux indiscrets;"(1748), in denen das Motiv vom sprechenden ""bijou"" der Frau als Mittel zur ";Persiflage;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;429;"Auch <e1>Diderot</e1><rel> </rel><e2>Bijoux indiscrets</e2> (1748), in denen das Motiv vom sprechenden ""bijou"" der Frau als Mittel zur Persiflage zeitgenössischer Sitten und Ideologien eingesetzt wird, gehören in die Nähe des Crébillonschen Romans.";Denis Diderot author Bijoux indiscrets;author;SH;;Diderot; ;Bijoux indiscrets;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;429;"Auch <e2>Diderot</e2><rel> </rel><e1>Bijoux indiscrets</e1> (1748), in denen das Motiv vom sprechenden ""bijou"" der Frau als Mittel zur Persiflage zeitgenössischer Sitten und Ideologien eingesetzt wird, gehören in die Nähe des Crébillonschen Romans.";Bijoux indiscrets hasAuthor Denis Diderot;hasAuthor;SH;;Bijoux indiscrets; ;Diderot;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;430;"Zum fast unangefochtenen formalen und thematischen Modell der Romanliteratur bis weit über die Revolution hinaus wurde bekanntlich <e1>Rousseau</e1><rel> Briefroman Julie ou </rel><e2>La Nouvelle Heloise</e2> (1761), eine Art ""roman philosophique"", der die Bedrohung der rationalisierten Welt durch das Irrationale in einer Welt der gestörten Harmonie von Natur und Gesellschaft illustriert.";Jean-Jacques Rousseau author La Nouvelle Heloise;author;SH;;Rousseau; Briefroman Julie ou ;La Nouvelle Heloise;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;430;"Zum fast unangefochtenen formalen und thematischen Modell der Romanliteratur bis weit über die Revolution hinaus wurde bekanntlich <e2>Rousseau</e2><rel> Briefroman Julie ou </rel><e1>La Nouvelle Heloise</e1> (1761), eine Art ""roman philosophique"", der die Bedrohung der rationalisierten Welt durch das Irrationale in einer Welt der gestörten Harmonie von Natur und Gesellschaft illustriert.";La Nouvelle Heloise hasAuthor Jean-Jacques Rousseau;hasAuthor;SH;;La Nouvelle Heloise; Briefroman Julie ou ;Rousseau;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;430;"Zum fast unangefochtenen formalen und thematischen Modell der Romanliteratur bis weit über die Revolution hinaus wurde bekanntlich <e1>Rousseau</e1><rel> Briefroman Julie ou La Nouvelle Heloise (1761), eine Art ""roman philosophique"", der die Bedrohung der rationalisierten Welt durch das Irrationale in einer Welt der gestörten </rel><e2>Harmonie</e2> von Natur und Gesellschaft illustriert.";Jean-Jacques Rousseau topicInterest gestörte Harmonie;topicInterest;SH;neues Thema;Rousseau;" Briefroman Julie ou La Nouvelle Heloise (1761), eine Art ""roman philosophique"", der die Bedrohung der rationalisierten Welt durch das Irrationale in einer Welt der gestörten ";Harmonie;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;430;"Zum fast unangefochtenen formalen und thematischen Modell der Romanliteratur bis weit über die Revolution hinaus wurde bekanntlich Rousseaus Briefroman Julie ou <e1>La Nouvelle Heloise</e1><rel>(1761), eine Art ""roman philosophique"", der die Bedrohung der rationalisierten Welt durch das Irrationale in einer Welt der gestörten </rel><e2>Harmonie</e2> von Natur und Gesellschaft illustriert.";La Nouvelle Heloise about gestörte Harmonie;about;SH;"""";La Nouvelle Heloise;"(1761), eine Art ""roman philosophique"", der die Bedrohung der rationalisierten Welt durch das Irrationale in einer Welt der gestörten ";Harmonie;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;431;Die Art und Weise, wie <e1>Rousseau</e1><rel>, von Richardson lernend, die Möglichkeiten der Briefform (</rel><e2>psychologische Analyse</e2>, Konvergenz der wechselnden Perspektiven, Authentizität der mitgeteilten Gefühle, stoffliche Entgrenzung, Dramatisierung) ausnutzt, wirkt geradezu normbildend.;Jean-Jacques Rousseau topicInterest psychologische Fragen;topicInterest;SH;neues Thema;Rousseau;, von Richardson lernend, die Möglichkeiten der Briefform (;psychologische Analyse;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;431;Die Art und Weise, wie <e1>Rousseau</e1><rel> von Richardson lernend, die Möglichkeiten der Briefform (psychologische Analyse, Konvergenz der wechselnden Perspektiven, Authentizität der mitgeteilten </rel><e2>Gefühle</e2>, stoffliche Entgrenzung, Dramatisierung) ausnutzt, wirkt geradezu normbildend.;Jean-Jacques Rousseau topicInterest Gefühle;topicInterest;SH;;Rousseau; von Richardson lernend, die Möglichkeiten der Briefform (psychologische Analyse, Konvergenz der wechselnden Perspektiven, Authentizität der mitgeteilten ;Gefühle;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;431;Die Art und Weise, wie Rousseau, von <e1>Richardson</e1> <rel>lernend, die Möglichkeiten der Briefform (</rel><e2>psychologische Analyse</e2>, Konvergenz der wechselnden Perspektiven, Authentizität der mitgeteilten Gefühle, stoffliche Entgrenzung, Dramatisierung) ausnutzt, wirkt geradezu normbildend.;Samuel Richardson topicInterest psychologische Fragen;topicInterest;SH;;Richardson;lernend, die Möglichkeiten der Briefform (;psychologische Analyse;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;431;Die Art und Weise, wie Rousseau, von <e1>Richardson</e1><rel>lernend, die Möglichkeiten der Briefform (psychologische Analyse, Konvergenz der wechselnden Perspektiven, Authentizität der mitgeteilten </rel><e2>Gefühle</e2>, stoffliche Entgrenzung, Dramatisierung) ausnutzt, wirkt geradezu normbildend.;Samuel Richardson topicInterest Gefühle;topicInterest;SH;;Richardson;lernend, die Möglichkeiten der Briefform (psychologische Analyse, Konvergenz der wechselnden Perspektiven, Authentizität der mitgeteilten ;Gefühle;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;431-432;"Die Art und Weise, wie <e1>Rousseau</e1><rel>, von Richardson lernend, die Möglichkeiten der Briefform (psychologische Analyse, Konvergenz der wechselnden Perspektiven, Authentizität der mitgeteilten Gefühle, stoffliche Entgrenzung, Dramatisierung) ausnutzt, wirkt geradezu normbildend. Seine ""grande idée morale mise en action et rendue dramatique"" (Mme de Stael, Essai sur les fictions) wird zum Vorbild vor allem des</rel> <e2>sentimentalen, empfindsamen Romans</e2>.";Jean-Jacques Rousseau topicInterest Sentimentalität / Empfindsamkeit;topicInterest;SH;;Rousseau;", von Richardson lernend, die Möglichkeiten der Briefform (psychologische Analyse, Konvergenz der wechselnden Perspektiven, Authentizität der mitgeteilten Gefühle, stoffliche Entgrenzung, Dramatisierung) ausnutzt, wirkt geradezu normbildend. Seine ""grande idée morale mise en action et rendue dramatique"" (Mme de Stael, Essai sur les fictions) wird zum Vorbild vor allem des";sentimentalen, empfindsamen Romans;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;434-435;Einer der bedeutendsten rousseauistischen Romane ist <e1>Bernardin de Saint-Pierre</e1><rel> </rel><e2>Paul et Virginie</e2> (1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der Schuld an die Gesellschaft und der Unschuld an die Natur ist für den Erfolg dieses Romans entscheidend als vielmehr die auf die Romantik weisende narrative Inszenierung der Natur.;Bernardin de Saint-Pierre author Paul et Virginie;author;SH;;Bernardin de Saint-Pierre; ;Paul et Virginie;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;434-435;Einer der bedeutendsten rousseauistischen Romane ist <e2>Bernardin de Saint-Pierre</e2><rel> </rel><e1>Paul et Virginie</e1> (1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der Schuld an die Gesellschaft und der Unschuld an die Natur ist für den Erfolg dieses Romans entscheidend als vielmehr die auf die Romantik weisende narrative Inszenierung der Natur.;Paul et Virginie hasAuthor Bernardin de Saint-Pierre;hasAuthor;SH;;Paul et Virginie; ;Bernardin de Saint-Pierre;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;434-435;Einer der bedeutendsten rousseauistischen Romane ist <e1>Bernardin de Saint-Pierre</e1><rel> Paul et Virginie (1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der </rel><e2>Schuld</e2> an die Gesellschaft und der Unschuld an die Natur ist für den Erfolg dieses Romans entscheidend als vielmehr die auf die Romantik weisende narrative Inszenierung der Natur.;Bernardin de Saint-Pierre topicInterest Schuld;topicInterest;SH;;Bernardin de Saint-Pierre; Paul et Virginie (1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der ;Schuld;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;434-435;Einer der bedeutendsten rousseauistischen Romane ist <e1>Bernardin de Saint-Pierre</e1><rel> Paul et Virginie (1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der Schuld an die Gesellschaft und der </rel><e2>Unschuld</e2> an die Natur ist für den Erfolg dieses Romans entscheidend als vielmehr die auf die Romantik weisende narrative Inszenierung der Natur.;Bernardin de Saint-Pierre topicInterest Unschuld;topicInterest;SH;;Bernardin de Saint-Pierre; Paul et Virginie (1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der Schuld an die Gesellschaft und der ;Unschuld;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;434-435;Einer der bedeutendsten rousseauistischen Romane ist <e1>Bernardin de Saint-Pierre</e1><rel> Paul et Virginie (1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der Schuld an die Gesellschaft und der Unschuld an die </rel><e2>Natur</e2> ist für den Erfolg dieses Romans entscheidend als vielmehr die auf die Romantik weisende narrative Inszenierung der Natur.;Bernardin de Saint-Pierre topicInterest Natur;topicInterest;SH;;Bernardin de Saint-Pierre; Paul et Virginie (1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der Schuld an die Gesellschaft und der Unschuld an die ;Natur;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;434-435;Einer der bedeutendsten rousseauistischen Romane ist Bernardin de Saint-Pierres <e1>Paul et Virginie</e1><rel>(1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der </rel><e2>Schuld</e2> an die Gesellschaft und der Unschuld an die Natur ist für den Erfolg dieses Romans entscheidend als vielmehr die auf die Romantik weisende narrative Inszenierung der Natur.;Paul et Virginie about Schuld;about;SH;;Paul et Virginie;(1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der ;Schuld;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;434-435;Einer der bedeutendsten rousseauistischen Romane ist Bernardin de Saint-Pierres <e1>Paul et Virginie</e1><rel>(1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der Schuld an die Gesellschaft und der </rel><e2>Unschuld</e2> an die Natur ist für den Erfolg dieses Romans entscheidend als vielmehr die auf die Romantik weisende narrative Inszenierung der Natur.;Paul et Virginie about Unschuld;about;SH;;Paul et Virginie;(1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der Schuld an die Gesellschaft und der ;Unschuld;
