Autor;Titel;OCR-Absatz;Passage;Aussage;Code des Typs;Annotator*in;Anmerkung;E1;Relation;E2;POST
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Schließlich ist noch der philosophische Roman von Bedeutung, den <e1>Marmontel</e1><rel>mit „Bélisaire“ (1767) und „Les Incas“ (1777) repräsentiert und dessen Hauptinteresse die kaum verhüllte Propagierung des aufklärerischen Kampfes für Toleranz und </rel><e2>Meinungsfreiheit</e2> ist, ein Kampf, der in die Affaire de liélisaire mündet und zur Verurteilung durch die Sorbonne und die Autoritäten führt.;Jean-François Marmontel topicInterest Freiheit;topicInterest;SH;;Marmontel;mit „Bélisaire“ (1767) und „Les Incas“ (1777) repräsentiert und dessen Hauptinteresse die kaum verhüllte Propagierung des aufklärerischen Kampfes für Toleranz und ;Meinungsfreiheit;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Schließlich ist noch der philosophische Roman von Bedeutung, den Marmontel mit „<e1>Bélisaire</e1><rel> (1767) und „Les Incas“ (1777) repräsentiert und dessen Hauptinteresse die kaum verhüllte Propagierung des aufklärerischen Kampfes für Toleranz und </rel><e2>Meinungsfreiheit</e2> ist, ein Kampf, der in die Affaire de liélisaire mündet und zur Verurteilung durch die Sorbonne und die Autoritäten führt.;Bélisaire about Freiheit;about;SH;;Bélisaire; (1767) und „Les Incas“ (1777) repräsentiert und dessen Hauptinteresse die kaum verhüllte Propagierung des aufklärerischen Kampfes für Toleranz und ;Meinungsfreiheit;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;26;Schließlich ist noch der philosophische Roman von Bedeutung, den Marmontel mit „Bélisaire“ (1767) und „<e1>Les Incas</e1><rel> (1777) repräsentiert und dessen Hauptinteresse die kaum verhüllte Propagierung des aufklärerischen Kampfes für Toleranz und </rel><e2>Meinungsfreiheit</e2> ist, ein Kampf, der in die Affaire de liélisaire mündet und zur Verurteilung durch die Sorbonne und die Autoritäten führt.;Les Incas about Freiheit;about;SH;;Les Incas; (1777) repräsentiert und dessen Hauptinteresse die kaum verhüllte Propagierung des aufklärerischen Kampfes für Toleranz und ;Meinungsfreiheit;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;27;Der um die Jahrhundertmitte von <e1>Voltaire</e1><rel>begründete conte philosophique dient der ironisch-satirischen Illustration </rel><e2>philosophischer Thesen</e2> und der Kritik an zeitgenössischen Mißständen („Candide ou L’optimisme“, 1759).;Voltaire topicInterest Philosophie;topicInterest;SH;;Voltaire;begründete conte philosophique dient der ironisch-satirischen Illustration ;philosophischer Thesen;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;27;Der um die Jahrhundertmitte von <e1>Voltaire</e1><rel>begründete conte philosophique dient der ironisch-satirischen Illustration philosophischer Thesen und der </rel><e2>Kritik</e2> an zeitgenössischen Mißständen („Candide ou L’optimisme“, 1759).;Voltaire topicInterest Kritik;topicInterest;SH;;Voltaire;begründete conte philosophique dient der ironisch-satirischen Illustration philosophischer Thesen und der ;Kritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;27;Der um die Jahrhundertmitte von Voltaire begründete conte <e2>philosophique dient</e2><rel>der ironisch-satirischen Illustration philosophischer Thesen und der Kritik an zeitgenössischen Mißständen („</rel><e1>Candide ou L’optimisme</e1>“, 1759).;Candide ou L’optimisme about Philosophie;about;SH;;Candide ou L’optimisme;der ironisch-satirischen Illustration philosophischer Thesen und der Kritik an zeitgenössischen Mißständen („;philosophique dient;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;27;Der um die Jahrhundertmitte von Voltaire begründete conte philosophique dient der ironisch-satirischen Illustration philosophischer Thesen und der <e2>Kritik</e2><rel>an zeitgenössischen Mißständen („</rel><e1>Candide ou L’optimisme</e1>“, 1759).;Candide ou L’optimisme about Kritik;about;SH;;Candide ou L’optimisme;an zeitgenössischen Mißständen („;Kritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;27;Die von der Mode des <e2>Orientalismus</e2><rel>beeinflußten contes philosophiques, auch als contes orientaux bezeichnet, sind ebenfalls ein Mittel der Gesellschaftskritik, ist doch ihr Bezug zur zeitgenössischen französischen Gesellschaft leicht zu entschlüsseln („</rel><e1>Zadig ou La destinée</e1>“, 1747).;Zadig ou La destinée about Orient;about;SH;;Zadig ou La destinée;beeinflußten contes philosophiques, auch als contes orientaux bezeichnet, sind ebenfalls ein Mittel der Gesellschaftskritik, ist doch ihr Bezug zur zeitgenössischen französischen Gesellschaft leicht zu entschlüsseln („;Orientalismus;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;27;Die von der Mode des Orientalismus beeinflußten contes philosophiques, auch als contes orientaux bezeichnet, sind ebenfalls ein Mittel der <e2>Gesellschaftskritik</e2><rel> ist doch ihr Bezug zur zeitgenössischen französischen Gesellschaft leicht zu entschlüsseln („</rel><e1>Zadig ou La destinée</e1>“, 1747).;Zadig ou La destinée about Gesellschaftskritik;about;SH;;Zadig ou La destinée; ist doch ihr Bezug zur zeitgenössischen französischen Gesellschaft leicht zu entschlüsseln („;Gesellschaftskritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;28;"Im Bereich des Theaters spielt <e1>Diderot</e1><rel>zusammen mit Beaumarchais (1732-1799) und Mercier (1740-1814) eine entscheidende Rolle bei der Etablierung einer neuen dramatischen Gattung, dem drame bourgeois oder auch genre sérieux, das der im Laufe des Jahrhunderts beständig gewachsenen Bedeutung des </rel><e2>Bürgertums</e2> Rechnung trägt und damit zugleich die für die klassische Tragödie verbindliche Ständeklausel überwindet. Mit ihren dramentheoretischen Abhandlungen verfolgen die drei Dramatiker das Ziel, das bürgerliche Schauspiel zu legitimieren (^Art. 114); mit ihren Dramen versuchen sie, ihre Entwürfe in die Praxis umzusetzen.";Denis Diderot topicInterest Bürgertum;topicInterest;SH;;Diderot;zusammen mit Beaumarchais (1732-1799) und Mercier (1740-1814) eine entscheidende Rolle bei der Etablierung einer neuen dramatischen Gattung, dem drame bourgeois oder auch genre sérieux, das der im Laufe des Jahrhunderts beständig gewachsenen Bedeutung des ;Bürgertums;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;28;"Im Bereich des Theaters spielt Diderot zusammen mit <e1>Beaumarchais</e1><rel>(1732-1799) und Mercier (1740-1814) eine entscheidende Rolle bei der Etablierung einer neuen dramatischen Gattung, dem drame bourgeois oder auch genre sérieux, das der im Laufe des Jahrhunderts beständig gewachsenen Bedeutung des </rel><e2>Bürgertums</e2> Rechnung trägt und damit zugleich die für die klassische Tragödie verbindliche Ständeklausel überwindet. Mit ihren dramentheoretischen Abhandlungen verfolgen die drei Dramatiker das Ziel, das bürgerliche Schauspiel zu legitimieren (^Art. 114); mit ihren Dramen versuchen sie, ihre Entwürfe in die Praxis umzusetzen.";Pierre Augustin Caron de Beaumarchais topicInterest Bürgertum;topicInterest;SH;;Beaumarchais;(1732-1799) und Mercier (1740-1814) eine entscheidende Rolle bei der Etablierung einer neuen dramatischen Gattung, dem drame bourgeois oder auch genre sérieux, das der im Laufe des Jahrhunderts beständig gewachsenen Bedeutung des ;Bürgertums;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;28;"Im Bereich des Theaters spielt Diderot zusammen mit Beaumarchais (1732-1799) und <e1>Mercier</e1><rel>(1740-1814) eine entscheidende Rolle bei der Etablierung einer neuen dramatischen Gattung, dem drame bourgeois oder auch genre sérieux, das der im Laufe des Jahrhunderts beständig gewachsenen Bedeutung des </rel><e2>Bürgertums</e2> Rechnung trägt und damit zugleich die für die klassische Tragödie verbindliche Ständeklausel überwindet. Mit ihren dramentheoretischen Abhandlungen verfolgen die drei Dramatiker das Ziel, das bürgerliche Schauspiel zu legitimieren (^Art. 114); mit ihren Dramen versuchen sie, ihre Entwürfe in die Praxis umzusetzen.";Louis-Sébastien Mercier topicInterest Bürgertum;topicInterest;SH;;Mercier;(1740-1814) eine entscheidende Rolle bei der Etablierung einer neuen dramatischen Gattung, dem drame bourgeois oder auch genre sérieux, das der im Laufe des Jahrhunderts beständig gewachsenen Bedeutung des ;Bürgertums;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;28;Obschon <e1>Beaumarchais</e1><rel> als engagierter Verfechter des bürgerlichen</rel> <e2>Trauerspiels</e2> auftritt, gelingt ihm mit „Le barbier de Séville“ (1775) und „La folle journée ou Le mariage de Figaro“ (1784) die Rückkehr zum komischen Theater, das auf typische Elemente der klassischen Komödie - Intrigen, Verwechslungen, Vcrsteckspiele, Verkleidungen - zurückgreift, dabei aber gleichzeitig eine im Denken der Aufklärung verwurzelte Kritik an feudalen Gesellschaftsstrukturen transportiert.;Pierre Augustin Caron de Beaumarchais topicInterest Tragödie;topicInterest;SH;;Beaumarchais; als engagierter Verfechter des bürgerlichen;Trauerspiels;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;28;Obschon <e1>Beaumarchais</e1><rel>als engagierter Verfechter des bürgerlichen Trauerspiels auftritt, gelingt ihm mit „Le barbier de Séville“ (1775) und „La folle journée ou Le mariage de Figaro“ (1784) die Rückkehr zum komischen Theater, das auf typische Elemente der klassischen </rel><e2>Komödie</e2> - Intrigen, Verwechslungen, Vcrsteckspiele, Verkleidungen - zurückgreift, dabei aber gleichzeitig eine im Denken der Aufklärung verwurzelte Kritik an feudalen Gesellschaftsstrukturen transportiert.;Pierre Augustin Caron de Beaumarchais topicInterest Komödie;topicInterest;SH;;Beaumarchais;als engagierter Verfechter des bürgerlichen Trauerspiels auftritt, gelingt ihm mit „Le barbier de Séville“ (1775) und „La folle journée ou Le mariage de Figaro“ (1784) die Rückkehr zum komischen Theater, das auf typische Elemente der klassischen ;Komödie;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;28;Obschon <e1>Beaumarchais</e1><rel>als engagierter Verfechter des bürgerlichen Trauerspiels auftritt, gelingt ihm mit „Le barbier de Séville“ (1775) und „La folle journée ou Le mariage de Figaro“ (1784) die Rückkehr zum komischen Theater, das auf typische Elemente der klassischen Komödie - Intrigen, Verwechslungen, Vcrsteckspiele, Verkleidungen - zurückgreift, dabei aber gleichzeitig eine im Denken der Aufklärung verwurzelte Kritik an feudalen </rel><e2>Gesellschaftsstrukturen</e2> transportiert.;Pierre Augustin Caron de Beaumarchais topicInterest Gesellschaftskritik;topicInterest;SH;;Beaumarchais;als engagierter Verfechter des bürgerlichen Trauerspiels auftritt, gelingt ihm mit „Le barbier de Séville“ (1775) und „La folle journée ou Le mariage de Figaro“ (1784) die Rückkehr zum komischen Theater, das auf typische Elemente der klassischen Komödie - Intrigen, Verwechslungen, Vcrsteckspiele, Verkleidungen - zurückgreift, dabei aber gleichzeitig eine im Denken der Aufklärung verwurzelte Kritik an feudalen ;Gesellschaftsstrukturen;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;28;Obschon Beaumarchais als engagierter Verfechter des bürgerlichen <e2>Trauerspiels</e2><rel> auftritt, gelingt ihm mit „<e1>Le barbier de Séville</rel></e1>“ (1775) und „La folle journée ou Le mariage de Figaro“ (1784) die Rückkehr zum komischen Theater, das auf typische Elemente der klassischen Komödie - Intrigen, Verwechslungen, Vcrsteckspiele, Verkleidungen - zurückgreift, dabei aber gleichzeitig eine im Denken der Aufklärung verwurzelte Kritik an feudalen Gesellschaftsstrukturen transportiert.;Le barbier de Séville about Tragödie;about;SH;;Le barbier de Séville; auftritt, gelingt ihm mit „<e1>Le barbier de Séville;Trauerspiels;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;28;Obschon Beaumarchais als engagierter Verfechter des bürgerlichen <e2>Trauerspiels</e2><rel> auftritt, gelingt ihm mit „Le barbier de Séville“ (1775) und „</rel><e1>La folle journée ou Le mariage de Figaro</e1>“ (1784) die Rückkehr zum komischen Theater, das auf typische Elemente der klassischen Komödie - Intrigen, Verwechslungen, Vcrsteckspiele, Verkleidungen - zurückgreift, dabei aber gleichzeitig eine im Denken der Aufklärung verwurzelte Kritik an feudalen Gesellschaftsstrukturen transportiert.;La folle journée ou Le mariage de Figaro about Tragödie;about;SH;;La folle journée ou Le mariage de Figaro; auftritt, gelingt ihm mit „Le barbier de Séville“ (1775) und „;Trauerspiels;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;30;André Chénier, Condorcet und <e1>Cazotte</e1><rel> der Wegbereiter der </rel><e2>fantastischen Literatur</e2> („Le diable amoureux“, 1772), sind Opfer der Revolution.;Jacques Cazotte topicInterest Fantastik;topicInterest;SH;;Cazotte; der Wegbereiter der ;fantastischen Literatur;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;30;André Chénier, Condorcet und Cazotte, der Wegbereiter der <e2>fantastischen Literatur</e2><rel>(„</rel><e1>Le diable amoureux</e1>“, 1772), sind Opfer der Revolution.;Le diable amoureux about Fantastik;about;SH;;Le diable amoureux;(„;fantastischen Literatur;RTS
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;30;Jedoch fällt das <e2>staatstheoretische Gedankengut</e2><rel>der Aufklärer bei der Erarbeitung einer neuen Gesellschaftsordnung auf fruchtbaren Boden, so etwa </rel><e1>Montesquieu</e1>s Überlegungen zur Gewaltenteilung und Rousseaus Konzept des Staatsvertrages.;Montesquieu topicInterest Staat;topicInterest;SH;;Montesquieu;der Aufklärer bei der Erarbeitung einer neuen Gesellschaftsordnung auf fruchtbaren Boden, so etwa ;staatstheoretische Gedankengut;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;30;Jedoch fällt das <e2>staatstheoretische Gedankengut</e2><rel>der Aufklärer bei der Erarbeitung einer neuen Gesellschaftsordnung auf fruchtbaren Boden, so etwa Montesquieus Überlegungen zur Gewaltenteilung und </rel><e1>Rousseau</e1>s Konzept des Staatsvertrages.;Jean-Jacques Rousseau topicInterest Staat;topicInterest;SH;;Rousseau;der Aufklärer bei der Erarbeitung einer neuen Gesellschaftsordnung auf fruchtbaren Boden, so etwa Montesquieus Überlegungen zur Gewaltenteilung und ;staatstheoretische Gedankengut;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;32;"Zahlreiche Oden entstehen anläßlich der Einberufung der Generalstände; desgleichen werden nationale <e2>feste besungen</e2><rel>(z.B. von </rel><e1>Marie-Joseph Chénier</e1>: „Hymne pour la fête de la Fédération "") oder aber die Helden der Revolution gefeiert („Poème à la louange de Marat“ von Lebrun).";Marie-Joseph Chénier topicInterest Fest;topicInterest;SH;*neues Thema;Marie-Joseph Chénier;(z.B. von ;feste besungen;RSU
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;32;"Zahlreiche Oden entstehen anläßlich der Einberufung der Generalstände; desgleichen werden nationale <e2>feste besungen</e2><rel>(z.B. von Marie-Joseph Chénier: „</rel><e1>Hymne pour la fête de la Fédération</e1> "") oder aber die Helden der Revolution gefeiert („Poème à la louange de Marat“ von Lebrun).";Hymne pour la fête de la Fédération about Fest;about;SH;;Hymne pour la fête de la Fédération;(z.B. von Marie-Joseph Chénier: „;feste besungen;RSU
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;32;"Zahlreiche Oden entstehen anläßlich der Einberufung der Generalstände; desgleichen werden nationale feste besungen (z.B. von Marie-Joseph Chénier: „Hymne pour la fête de la Fédération "") oder aber die Helden der <e2>Revolution</e2><rel>gefeiert („</rel><e1>Poème à la louange de Marat</e1>“ von Lebrun).";Poème à la louange de Marat about Revolution;about;SH;;Poème à la louange de Marat;gefeiert („;Revolution;RSU
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;32;"Zahlreiche Oden entstehen anläßlich der Einberufung der Generalstände; desgleichen werden nationale feste besungen (z.B. von Marie-Joseph Chénier: „Hymne pour la fête de la Fédération "") oder aber die Helden der <e2>Revolution</e2><rel>gefeiert („Poème à la louange de Marat“ von </rel><e1>Lebrun</e1>).";Charles Lebrun topicInterest Revolution;topicInterest;SH;;Lebrun;gefeiert („Poème à la louange de Marat“ von ;Revolution;RSU
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;33;"Als Mitarbeiter der „Encyclopédie"" und Mitglied der Académie française gehört <e1>Condorcet</e1><rel>(1743-1794), der sich auch mit </rel><e2>Menschenrechtsfragen</e2> („Réflexions sur l’esclavage des nègres"", 1781) und Reformprojekten - etwa zum Bildungswesen („Rapport sur l’organisation générale de l'instruction publique“, 1792) - befaßt, zu den Aufklärern, die noch an der Erarbeitung einer neuen Verfassung mitwirken, dann aber der Schreckensherrsehaft Robespierres zum Opfer fallen.";Marquis de Condorcet topicInterest Menschenrechte;topicInterest;SH;;Condorcet;(1743-1794), der sich auch mit ;Menschenrechtsfragen;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;33;"Als Mitarbeiter der „Encyclopédie"" und Mitglied der Académie française gehört <e1>Condorcet</e1><rel>(1743-1794), der sich auch mit Menschenrechtsfragen („Réflexions sur l’esclavage des nègres"", 1781) und </rel><e2>Reformprojekten</e2> - etwa zum Bildungswesen („Rapport sur l’organisation générale de l'instruction publique“, 1792) - befaßt, zu den Aufklärern, die noch an der Erarbeitung einer neuen Verfassung mitwirken, dann aber der Schreckensherrsehaft Robespierres zum Opfer fallen.";Marquis de Condorcet topicInterest Reform;topicInterest;SH;;Condorcet;"(1743-1794), der sich auch mit Menschenrechtsfragen („Réflexions sur l’esclavage des nègres"", 1781) und ";Reformprojekten;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;33;"Als Mitarbeiter der „Encyclopédie"" und Mitglied der Académie française gehört <e1>Condorcet</e1><rel>(1743-1794), der sich auch mit Menschenrechtsfragen („Réflexions sur l’esclavage des nègres"", 1781) und Reformprojekten - etwa zum </rel><e2>Bildungswesen</e2> („Rapport sur l’organisation générale de l'instruction publique“, 1792) - befaßt, zu den Aufklärern, die noch an der Erarbeitung einer neuen Verfassung mitwirken, dann aber der Schreckensherrsehaft Robespierres zum Opfer fallen.";Marquis de Condorcet topicInterest Bildung;topicInterest;SH;;Condorcet;"(1743-1794), der sich auch mit Menschenrechtsfragen („Réflexions sur l’esclavage des nègres"", 1781) und Reformprojekten - etwa zum ";Bildungswesen;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;33;"Als Mitarbeiter der „Encyclopédie"" und Mitglied der Académie française gehört Condorcet (1743-1794), der sich auch mit <e2>Menschenrechtsfragen</e2><rel>(„</rel><e1>Réflexions sur l’esclavage des nègres</e1>"", 1781) und Reformprojekten - etwa zum Bildungswesen („Rapport sur l’organisation générale de l'instruction publique“, 1792) - befaßt, zu den Aufklärern, die noch an der Erarbeitung einer neuen Verfassung mitwirken, dann aber der Schreckensherrsehaft Robespierres zum Opfer fallen.";Réflexions sur l’esclavage des nègres about Menschenrechte;about;SH;;Réflexions sur l’esclavage des nègres;(„;Menschenrechtsfragen;RTS
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;33;"Als Mitarbeiter der „Encyclopédie"" und Mitglied der Académie française gehört Condorcet (1743-1794), der sich auch mit Menschenrechtsfragen („Réflexions sur l’esclavage des nègres"", 1781) und Reformprojekten - etwa zum <e2>Bildungswesen</e2><rel>(„</rel><e1>Rapport sur l’organisation générale de l'instruction publique</e1>“, 1792) - befaßt, zu den Aufklärern, die noch an der Erarbeitung einer neuen Verfassung mitwirken, dann aber der Schreckensherrsehaft Robespierres zum Opfer fallen.";Rapport sur l’organisation générale de l'instruction publique about Bildung;about;SH;;Rapport sur l’organisation générale de l'instruction publique;(„;Bildungswesen;RTS
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;33;Kurz vor <e1>Condorcet</e1><rel> Tod entsteht 1793 sein geistesgeschichtlich-philosophischer Essay „Esquisse d’un tableau historique des progrès de l’esprit humain“, der den linearen </rel><e2>Fortschritt</e2> seit der Antike darlegt und das Zeitalter der Aufklärung als Höhepunkt dieser freilich noch nicht abgeschlossenen Entwicklung würdigt.;Marquis de Condorcet topicInterest Fortschritt;topicInterest;SH;;Condorcet; Tod entsteht 1793 sein geistesgeschichtlich-philosophischer Essay „Esquisse d’un tableau historique des progrès de l’esprit humain“, der den linearen ;Fortschritt;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;33;Kurz vor <e1>Condorcet</e1><rel> Tod entsteht 1793 sein geistesgeschichtlich-philosophischer Essay „Esquisse d’un tableau historique des progrès de l’esprit humain“, der den linearen Fortschritt seit der Antike darlegt und das Zeitalter der </rel><e2>Aufklärung</e2> als Höhepunkt dieser freilich noch nicht abgeschlossenen Entwicklung würdigt.;Marquis de Condorcet topicInterest Aufklärung;topicInterest;SH;;Condorcet; Tod entsteht 1793 sein geistesgeschichtlich-philosophischer Essay „Esquisse d’un tableau historique des progrès de l’esprit humain“, der den linearen Fortschritt seit der Antike darlegt und das Zeitalter der ;Aufklärung;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;33;Kurz vor Condorcets Tod entsteht 1793 sein geistesgeschichtlich-philosophischer Essay „<e1>Esquisse d’un tableau historique des progrès de l’esprit humain</e1><rel>, der den linearen </rel><e2>Fortschritt</e2> seit der Antike darlegt und das Zeitalter der Aufklärung als Höhepunkt dieser freilich noch nicht abgeschlossenen Entwicklung würdigt.;Esquisse d’un tableau historique des progrès de l’esprit humain about Fortschritt;about;SH;;Esquisse d’un tableau historique des progrès de l’esprit humain;, der den linearen ;Fortschritt;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;33;Kurz vor Condorcets Tod entsteht 1793 sein geistesgeschichtlich-philosophischer Essay „<e1>Esquisse d’un tableau historique des progrès de l’esprit humain</e1><rel>, der den linearen Fortschritt seit der Antike darlegt und das Zeitalter der </rel><e2>Aufklärung</e2> als Höhepunkt dieser freilich noch nicht abgeschlossenen Entwicklung würdigt.;Esquisse d’un tableau historique des progrès de l’esprit humain about Aufklärung;about;SH;;Esquisse d’un tableau historique des progrès de l’esprit humain;, der den linearen Fortschritt seit der Antike darlegt und das Zeitalter der ;Aufklärung;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;34;"Das <e2>drame bourgeois</e2><rel></rel><e1>Diderots</e1> und Merciers ist weiterhin beliebt; aber auch die neo-klassizistische Tragödie, die Marie-Joseph Chénier (1764-1811) fortsetzt („Charles IX ou La Saint-Barthélemy"", 1789; „Timoléon"", 1794), Fabre d’Eglantines Verskomödie „Le Philinte de Molière“ (1790) oder die der Revolutionsrhetorik verpflichtete Prosakomödie „Le jugement dernier des rois“ (1793) von Maréchal stellen keine bedeutenden dramaturgischen Innovationen klar.";Denis Diderot topicInterest Drama;topicInterest;SH;;Diderots;;drame bourgeois;ZZZ
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;34;"Das <e2>drame bourgeois</e2><rel>Diderots und </rel><e1>Merciers</e1> ist weiterhin beliebt; aber auch die neo-klassizistische Tragödie, die Marie-Joseph Chénier (1764-1811) fortsetzt („Charles IX ou La Saint-Barthélemy"", 1789; „Timoléon"", 1794), Fabre d’Eglantines Verskomödie „Le Philinte de Molière“ (1790) oder die der Revolutionsrhetorik verpflichtete Prosakomödie „Le jugement dernier des rois“ (1793) von Maréchal stellen keine bedeutenden dramaturgischen Innovationen klar.";Louis-Sébastien Mercier topicInterest Drama;topicInterest;SH;;Merciers;Diderots und ;drame bourgeois;ZZZ
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;34;"Das drame bourgeois Diderots und Merciers ist weiterhin beliebt; aber auch die neo-klassizistische <e2>Tragödie</e2><rel> die </rel><e1>Marie-Joseph Chénier</e1> (1764-1811) fortsetzt („Charles IX ou La Saint-Barthélemy"", 1789; „Timoléon"", 1794), Fabre d’Eglantines Verskomödie „Le Philinte de Molière“ (1790) oder die der Revolutionsrhetorik verpflichtete Prosakomödie „Le jugement dernier des rois“ (1793) von Maréchal stellen keine bedeutenden dramaturgischen Innovationen klar.";Marie-Joseph Chénier topicInterest Tragödie;topicInterest;SH;;Marie-Joseph Chénier; die ;Tragödie;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;34;"Das drame bourgeois Diderots und Merciers ist weiterhin beliebt; aber auch die neo-klassizistische Tragödie, die Marie-Joseph Chénier (1764-1811) fortsetzt („Charles IX ou La Saint-Barthélemy"", 1789; „Timoléon"", 1794), <e1>Fabre d’Eglantine</e1><rel> Vers</rel><e2>komödie </e2>„Le Philinte de Molière“ (1790) oder die der Revolutionsrhetorik verpflichtete Prosakomödie „Le jugement dernier des rois“ (1793) von Maréchal stellen keine bedeutenden dramaturgischen Innovationen klar.";Fabre d’Eglantine topicInterest Komödie;topicInterest;SH;;Fabre d’Eglantine; Vers;komödie ;RTS
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;34;"Das drame bourgeois Diderots und Merciers ist weiterhin beliebt; aber auch die neo-klassizistische Tragödie, die Marie-Joseph Chénier (1764-1811) fortsetzt („Charles IX ou La Saint-Barthélemy"", 1789; „Timoléon"", 1794), Fabre d’Eglantines Vers<e2>komödie </e2><rel>Le Philinte de Molière“ (1790) oder die der Revolutionsrhetorik verpflichtete Prosakomödie „Le jugement dernier des rois“ (1793) von </rel><e1>Maréchal</e1> stellen keine bedeutenden dramaturgischen Innovationen klar.";Sylvain Maréchal topicInterest Komödie;topicInterest;SH;;Maréchal;Le Philinte de Molière“ (1790) oder die der Revolutionsrhetorik verpflichtete Prosakomödie „Le jugement dernier des rois“ (1793) von ;komödie ;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;34;"Der <e2>sentimentale Roman</e2><rel>wird beispielsweise von Mme </rel><e1>de Souza</e1> („Adèle de Sénange"", 1794) und Mme Cottin („Claire d’Albe"", 1799) fortgeschrieben; Mme de Genlis, eine entschiedene Gegnerin der Aufklärung, setzt den historischen Roman („Les chevaliers du cygne“, 1795) fort, und auch der Schauerroman erlebt mit den Werken Ducray-Duminils („Victor ou L’enfant de la forêt“, 1796) und Révéroni Saint-Cyrs („Pauliska ou La perversité moderne“, 1798) eine Kontinuität.";Adélaïde de Souza topicInterest Sentimentalität;topicInterest;SH;;de Souza;wird beispielsweise von Mme ;sentimentale Roman;
