Unnamed: 0;Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;E1;Relation;E2;Anmerkung;POST
329;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205-206;Künstler, Schriftsteller und <e2>sensualistisch geprägte Aufklärer</e2> <rel>wie Condillac und </rel><e1>Diderot</e1> erörtern nach Dubos die Auswirkungen der Künste auf die ›sensibilité‹ der Rezipienten und fragen, was aus welchem Grund ästhetisches Wohlgefallen und Lust auslöst, wie Schmerz im ästhetischen Erleben sublimiert wird, welche Rangfolge Empfindungen und Emotionen im ästhetischen Erleben haben, wo Schmerz in Lust übergeht und wie sich starke Empfindungen ästhetisch adäquat umsetzen lassen.;Denis Diderot ideology* „Sensualismus“;ideology;SH;Diderot;wie Condillac und ;sensualistisch geprägte Aufklärer;*geprägt von? describedAs?;
330;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205-206;Künstler, Schriftsteller und sensualistisch geprägte Aufklärer wie <e1>Condillac</e1><rel>und </rel><e2>Diderot</e2> erörtern nach Dubos die Auswirkungen der Künste auf die ›sensibilité‹ der Rezipienten und fragen, was aus welchem Grund ästhetisches Wohlgefallen und Lust auslöst, wie Schmerz im ästhetischen Erleben sublimiert wird, welche Rangfolge Empfindungen und Emotionen im ästhetischen Erleben haben, wo Schmerz in Lust übergeht und wie sich starke Empfindungen ästhetisch adäquat umsetzen lassen.;Condillac IsRelatedTo Denis Diderot;IsRelatedTo;SH;Condillac;und ;Diderot;;RSU
331;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205-206;Künstler, Schriftsteller und sensualistischgeprägte Aufklärer wie Condillac und Diderot erörtern nach <e1>Dubos</e1> <rel>die Auswirkungen der Künste auf die ›</rel><e2>sensibilité</e2>‹ der Rezipienten und fragen, was aus welchem Grund ästhetisches Wohlgefallen und Lust auslöst, wie Schmerz im ästhetischen Erleben sublimiert wird, welche Rangfolge Empfindungen und Emotionen im ästhetischen Erleben haben, wo Schmerz in Lust übergeht und wie sich starke Empfindungen ästhetisch adäquat umsetzen lassen.;Abbé Jean-Baptiste Dubos HAT THEMA sensibilité;HAT THEMA;SH;Dubos;die Auswirkungen der Künste auf die ›;sensibilité;;
332;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205-206;Künstler, Schriftsteller und sensualistischgeprägte Aufklärer wie <e1>Condillac</e1> <rel> und Diderot erörtern nach Dubos die Auswirkungen der Künste auf die ›</rel><e2>sensibilité</e2>‹ der Rezipienten und fragen, was aus welchem Grund ästhetisches Wohlgefallen und Lust auslöst, wie Schmerz im ästhetischen Erleben sublimiert wird, welche Rangfolge Empfindungen und Emotionen im ästhetischen Erleben haben, wo Schmerz in Lust übergeht und wie sich starke Empfindungen ästhetisch adäquat umsetzen lassen.;Condillac HAT THEMA sensibilité;HAT THEMA;SH;Condillac; und Diderot erörtern nach Dubos die Auswirkungen der Künste auf die ;sensibilité;;
333;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205-206;Künstler, Schriftsteller und sensualistischgeprägte Aufklärer wie Condillac und <e1>Diderot</e1> <rel> erörtern nach Dubos die Auswirkungen der Künste auf die ›</rel><e2>sensibilité</e2>‹ der Rezipienten und fragen, was aus welchem Grund ästhetisches Wohlgefallen und Lust auslöst, wie Schmerz im ästhetischen Erleben sublimiert wird, welche Rangfolge Empfindungen und Emotionen im ästhetischen Erleben haben, wo Schmerz in Lust übergeht und wie sich starke Empfindungen ästhetisch adäquat umsetzen lassen.;Denis Diderot HAT THEMA sensibilité;HAT THEMA;SH;Diderot; erörtern nach Dubos die Auswirkungen der Künste auf die ›;sensibilité;;
334;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;205-206;[Künstler, Schriftsteller und sensualistischgeprägte Aufklärer wie Condillac und Diderot erörtern nach Dubos die Auswirkungen der Künste auf die ›<e2>sensibilité</e2><rel>‹ der Rezipienten und fragen, was aus welchem Grund ästhetisches Wohlgefallen und Lust auslöst, wie Schmerz im ästhetischen Erleben sublimiert wird, welche Rangfolge Empfindungen und Emotionen im ästhetischen Erleben haben, wo Schmerz in Lust übergeht und wie sich starke Empfindungen ästhetisch adäquat umsetzen lassen.] Extreme Konsequenzen aus solchen Fragen zieht der Roman des </rel><e1>Marquis de Sade</e1>.;Marquis de Sade HAT THEMA sensibilité;HAT THEMA;SH;Marquis de Sade;‹ der Rezipienten und fragen, was aus welchem Grund ästhetisches Wohlgefallen und Lust auslöst, wie Schmerz im ästhetischen Erleben sublimiert wird, welche Rangfolge Empfindungen und Emotionen im ästhetischen Erleben haben, wo Schmerz in Lust übergeht und wie sich starke Empfindungen ästhetisch adäquat umsetzen lassen.] Extreme Konsequenzen aus solchen Fragen zieht der Roman des ;sensibilité;;
335;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;Die klassische <e2>Regelästhetik</e2><rel>, die am Ende des 18. Jh.s noch einmal von</rel> <e1>La Harpe</e1> vertreten wird, fordert eine grundlegende Rationalität: Der Verstand leitet die normgerechte künstlerische Produktion und die entsprechende Rezeption sowie den rational geschulten Geschmack (›bon goût‹).;La Harpe ideology?? „Regelästhetik“*;ideology;SH;La Harpe;, die am Ende des 18. Jh.s noch einmal von;Regelästhetik;*?;RSU
336;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;[Der Verstand leitet die normgerechte künstlerische Produktion und die entsprechende Rezeption sowie den rational geschulten Geschmack (›bon goût‹).] Bei <e1>Jean-Pierre de Crousaz</e1><rel>(</rel><e2>Théorie du beau</e2>, 1715) verbinden sich noch stark ästhetische und moralische Aspekte von Kunst.;Jean-Pierre de Crousaz author Théorie du beau;author;SH;Jean-Pierre de Crousaz;(;Théorie du beau;;RTS
337;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;[Der Verstand leitet die normgerechte künstlerische Produktion und die entsprechende Rezeption sowie den rational geschulten Geschmack (›bon goût‹).] Bei Jean-Pierre de Crousaz (<e1>Théorie du beau</e1><rel> </rel><e2>1715</e2>) verbinden sich noch stark ästhetische und moralische Aspekte von Kunst.;Théorie du beau date of publication 1715;date of publication;SH;Théorie du beau; ;1715;;RTS
338;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;[Der Verstand leitet die normgerechte künstlerische Produktion und die entsprechende Rezeption sowie den rational geschulten Geschmack (›bon goût‹).] Bei <e1>Jean-Pierre de Crousaz</e1><rel>(Théorie du beau, 1715) verbinden sich noch stark </rel><e2>ästhetische und moralische Aspekte</e2> von Kunst.;Jean-Pierre de Crousaz describedAs ästhetisch;describedAs;SH;Jean-Pierre de Crousaz;(Théorie du beau, 1715) verbinden sich noch stark ;ästhetische und moralische Aspekte;;
339;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;[Der Verstand leitet die normgerechte künstlerische Produktion und die entsprechende Rezeption sowie den rational geschulten Geschmack (›bon goût‹).] Bei <e1>Jean-Pierre de Crousaz</e1><rel>(Théorie du beau, 1715) verbinden sich noch stark ästhetische und </rel><e2>moralische Aspekte</e2> von Kunst.;Jean-Pierre de Crousaz describedAs moralisch;describedAs;SH;Jean-Pierre de Crousaz;(Théorie du beau, 1715) verbinden sich noch stark ästhetische und ;moralische Aspekte;;
340;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;Während die erste Jahrhunderthälfte weitgehend dem Vorbild der französischen Klassik verpflichtet bleibt, steht die zweite Jahrhunderthälfte u. a. im Zeichen der (europaweit wirksamen) Antikerezeption Johann Joachim Winckelmanns.;Johann Joachim Winckelmann InstanceOf? Antikerezeption;?*;SH;;;;*welches Prädikat?;ND
341;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;[Einem subjektivistischen und der Spontaneität verschriebenen Neuansatz folgt auch die Genieästhetik, die für die zweite Jahrhunderthälfte und den Übergang zur Romantik prägend wird.] In Frankreich ist sie vor allem mit dem Namen Diderots verbunden, der wesentliche Impulse von Shaftesbury empfängt.;Denis Diderot InstanceOf? Genieästhetik;?*;SH;;;;*welches Prädikat?;ND
342;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;[Einem subjektivistischen und der Spontaneität verschriebenen Neuansatz folgt auch die Genieästhetik, die für die zweite Jahrhunderthälfte und den Übergang zur Romantik prägend wird.] In Frankreich ist sie vor allem mit dem Namen <e1>Diderot</e1><rel> verbunden, der wesentliche Impulse von </rel><e2>Shaftesbury</e2> empfängt.;Denis Diderot InfluencedBy Shaftesbury;InfluencedBy;SH;Diderot; verbunden, der wesentliche Impulse von ;Shaftesbury;;
343;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;[Einem subjektivistischen und der Spontaneität verschriebenen Neuansatz folgt auch die Genieästhetik, die für die zweite Jahrhunderthälfte und den Übergang zur Romantik prägend wird.] In Frankreich ist sie vor allem mit dem Namen <e1>Diderot</e1><rel> verbunden, der wesentliche Impulse von </rel><e2>Shaftesbury</e2> empfängt.;Denis Diderot IsRelatedTo Shaftesbury;IsRelatedTo;SH;Diderot; verbunden, der wesentliche Impulse von ;Shaftesbury;;
344;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;In <e1>Diderot</e1><rel>s Genieästhetik werden ›enthousiasme‹ und ›</rel><e2>énergie</e2>‹ zu Schlüsselkonzepten.;Denis Diderot HAT THEMA énergie;HAT THEMA;SH;Diderot;s Genieästhetik werden ›enthousiasme‹ und ›;énergie;;
345;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;In <e1>Diderot</e1><rel>s Genieästhetik werden ›</rel><e2>enthousiasme</e2>‹ und ›énergie‹ zu Schlüsselkonzepten.;Denis Diderot HAT THEMA enthousiasme;HAT THEMA;SH;Diderot;s Genieästhetik werden ›;enthousiasme;;
346;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;Zu Leitbegriffen werden auch das ›Pittoreske‹ (der Begriff dokumentiert die Debatten über das Verhältnis von Malerei und Literatur), ›<e2>Originalität</e2><rel> (der Begriff wird 1759 von </rel><e1>Edward Young</e1> geprägt) und vor allem das ›Erhabene‹ (›le sublime‹).;Edward Young prägend für* Originalität;prägend für*;SH;Edward Young; (der Begriff wird 1759 von ;Originalität;*Vorschlag;RSU
347;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;"[Zu Leitbegriffen werden auch das ›Pittoreske‹ (der Begriff dokumentiert die Debatten über das Verhältnis von Malerei und Literatur), ›Originalität‹ (der Begriff wird 1759 von Edward Young geprägt) und vor allem das ›Erhabene‹ (›<e2>le sublime</e2><rel>)] Das traditionelle Konzept des Erhabenen wird im 18. Jh. zu einem erfolgreichen, häufig psychologisierten Konzept; 1757 wird es von </rel><e1>Edmund Burke</e1> maßgeblich definiert und von Kant in der Kritik der Urteilskraft konzeptualisiert.";Edmund Burke prägend für* le sublime;prägend für*;SH;Edmund Burke;")] Das traditionelle Konzept des Erhabenen wird im 18. Jh. zu einem erfolgreichen, häufig psychologisierten Konzept; 1757 wird es von ";le sublime;*Vorschlag;RSU
348;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;"[Zu Leitbegriffen werden auch das ›Pittoreske‹ (der Begriff dokumentiert die Debatten über das Verhältnis von Malerei und Literatur), ›Originalität‹ (der Begriff wird 1759 von Edward Young geprägt) und vor allem das ›Erhabene‹ (›<e2>le sublime</e2><rel>)] Das traditionelle Konzept des Erhabenen wird im 18. Jh. zu einem erfolgreichen, häufig psychologisierten Konzept; 1757 wird es von Edmund Burke maßgeblich definiert und von </rel><e1>Kant</e1> in der Kritik der Urteilskraft konzeptualisiert.";Immanuel Kant HAT THEMA le sublime;HAT THEMA;SH;Kant;")] Das traditionelle Konzept des Erhabenen wird im 18. Jh. zu einem erfolgreichen, häufig psychologisierten Konzept; 1757 wird es von Edmund Burke maßgeblich definiert und von ";le sublime;;RSU
349;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;"[Zu Leitbegriffen werden auch das ›Pittoreske‹ (der Begriff dokumentiert die Debatten über das Verhältnis von Malerei und Literatur), ›Originalität‹ (der Begriff wird 1759 von Edward Young geprägt) und vor allem das ›Erhabene‹ (›le sublime‹)] Das traditionelle Konzept des Erhabenen wird im 18. Jh. zu einem erfolgreichen, häufig psychologisierten Konzept; 1757 wird es von Edmund Burke maßgeblich definiert und von <e1>Kant</e1><rel>in der </rel><e2>Kritik der Urteilskraft</e2> konzeptualisiert.";Immanuel Kant author Kritik der Urteilskraft;author;SH;Kant;in der ;Kritik der Urteilskraft;;RSU
350;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;Fiktion die <e2>Fiktionalität</e2> <rel>thematisiert, ist ein grundlegendes Merkmal der fortgeschrittenen Poetik des Dix-Huitième zwischen </rel><e1>Dubos</e1>, Batteux und Diderot.;Dubos HAT THEMA Fiktionalität;HAT THEMA;SH;Dubos; die Fiktionalität thematisiert, ist ein grundlegendes Merkmal der fortgeschrittenen Poetik des Dix-Huitième zwischen ;Fiktionalität;;
351;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;Fiktion die <e2>Fiktionalität</e2> <rel>thematisiert, ist ein grundlegendes Merkmal der fortgeschrittenen Poetik des Dix-Huitième zwischen Dubos, </rel><e1>Batteux</e1> und Diderot.;Batteux HAT THEMA Fiktionalität;HAT THEMA;SH;Batteux; die Fiktionalität thematisiert, ist ein grundlegendes Merkmal der fortgeschrittenen Poetik des Dix-Huitième zwischen Dubos, ;Fiktionalität;;
352;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;Fiktion die <e2>Fiktionalität</e2> <rel>thematisiert, ist ein grundlegendes Merkmal der fortgeschrittenen Poetik des Dix-Huitième zwischen Dubos, Batteux und </rel><e1>Diderot</e1>.;Denis Diderot HAT THEMA Fiktionalität;HAT THEMA;SH;Diderot; die Fiktionalität thematisiert, ist ein grundlegendes Merkmal der fortgeschrittenen Poetik des Dix-Huitième zwischen Dubos, Batteux und ;Fiktionalität;;
353;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;Eine präzise ausgearbeitete und terminologisch innovative Fiktionstheorie legt der <e2>Deutsche</e2><rel></rel><e1>Baumgarten</e1> mit seinen Meditationes philosophicae de nonnullis ad poema pertinentibus (1735) und Aesthetica (1750/1758) vor.;Baumgarten nationality Deutschland;nationality;SH;Baumgarten;;Deutsche;;RTS
354;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;Eine präzise ausgearbeitete und terminologisch innovative Fiktionstheorie legt der Deutsche <e1>Baumgarten</e1><rel>mit seinen </rel><e2>Meditationes philosophicae de nonnullis ad poema pertinentibus</e2> (1735) und Aesthetica (1750/1758) vor.;Baumgarten author Meditationes philosophicae de nonnullis ad poema pertinentibus;author;SH;Baumgarten;mit seinen ;Meditationes philosophicae de nonnullis ad poema pertinentibus;;
355;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;Eine präzise ausgearbeitete und terminologisch innovative Fiktionstheorie legt der Deutsche Baumgarten mit seinen <e1>Meditationes philosophicae de nonnullis ad poema pertinentibus</e1><rel>(</rel><e2>1735</e2>) und Aesthetica (1750/1758) vor.;Meditationes philosophicae de nonnullis ad poema pertinentibus date of publication 1735;date of publication;SH;Meditationes philosophicae de nonnullis ad poema pertinentibus;(;1735;;RTS
356;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;Eine präzise ausgearbeitete und terminologisch innovative Fiktionstheorie legt der Deutsche <e1>Baumgarten</e1><rel>mit seinen Meditationes philosophicae de nonnullis ad poema pertinentibus (1735) und </rel><e2>Aesthetica</e2> (1750/1758) vor.;Baumgarten author Aesthetica;author;SH;Baumgarten;mit seinen Meditationes philosophicae de nonnullis ad poema pertinentibus (1735) und ;Aesthetica;;
357;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;Eine präzise ausgearbeitete und terminologisch innovative Fiktionstheorie legt der Deutsche Baumgarten mit seinen Meditationes philosophicae de nonnullis ad poema pertinentibus (1735) und <e1>Aesthetica</e1><rel>(</rel><e2>1750</e2>/1758) vor.;Aesthetica date of publication 1750/58;date of publication;SH;Aesthetica;(;1750;;RTS
358;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;Die für <e1>Diderot</e1><rel>charakteristische Form von Fiktionalität setzt auf perfekte </rel><e2>Illusionserzeugung</e2>, macht aber die fiktional konstruierte Illusion als solche erkennbar und entzieht ihr durch erzähllogische und theaterspezifische Tricks den Boden.;Denis Diderot HAT THEMA Illusionserzeugung;HAT THEMA;SH;Diderot;charakteristische Form von Fiktionalität setzt auf perfekte ;Illusionserzeugung;;
359;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;<e1>Die für Diderot charakteristische Form</e1> <rel>von Fiktionalität setzt auf perfekte Illusionserzeugung, macht aber die fiktional konstruierte Illusion als solche erkennbar und entzieht ihr durch</rel> <e2>erzähllogische</e2> theaterspezifische Tricks den Boden.;Werke Diderots describedAs erzähllogisch;describedAs;SH;Die für Diderot charakteristische Form;von Fiktionalität setzt auf perfekte Illusionserzeugung, macht aber die fiktional konstruierte Illusion als solche erkennbar und entzieht ihr durch;erzähllogische;;ZZZ
360;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;206;<e1>Die für Diderot charakteristische Form</e1> <rel>von Fiktionalität setzt auf perfekte Illusionserzeugung, macht aber die fiktional konstruierte Illusion als solche erkennbar und entzieht ihr durch erzähllogische und</rel> <e2>theaterspezifische Tricks</e2> den Boden.;Werke Diderots describedAs theaterspezifisch;describedAs;SH;Die für Diderot charakteristische Form;von Fiktionalität setzt auf perfekte Illusionserzeugung, macht aber die fiktional konstruierte Illusion als solche erkennbar und entzieht ihr durch erzähllogische und;theaterspezifische Tricks;;ZZZ
361;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;Bei <e1>Batteux</e1><rel>klingt zudem die </rel><e2>traditionelle Gattungs- und Stilhierarchie</e2> nach (hohe Gattung des Epos und der Tragödie, mittlere und niedere Prosagattungen), die in das 18. Jh. hinein wirkt, aber mehr und mehr unterwandert wird.;(Werke) Batteux describedAs traditionell;describedAs;SH;Batteux;klingt zudem die ;traditionelle Gattungs- und Stilhierarchie;;ZZZ
362;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;[Der <e2>Dialog</e2><rel>bildet das schriftliche Pendant zur ausgeprägten Konversationskultur der Epoche.] Als Textsorte wird er seit dem späten 17. Jh. in Frankreich zur Wissenschaftsvulgarisierung eingesetzt (</rel><e1>Fontenelle</e1>).;Werke Fontenelle Genre Dialog;Genre;SH;Fontenelle;bildet das schriftliche Pendant zur ausgeprägten Konversationskultur der Epoche.] Als Textsorte wird er seit dem späten 17. Jh. in Frankreich zur Wissenschaftsvulgarisierung eingesetzt (;Dialog;;ZZZ
363;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;[Der Dialog bildet das schriftliche Pendant zur ausgeprägten Konversationskultur der Epoche.] Als Textsorte wird er seit dem späten 17. Jh. in Frankreich zur <e2>Wissenschaftsvulgarisierung</e2><rel>eingesetzt (</rel><e1>Fontenelle</e1>).;Fontenelle HAT THEMA Wissenschaftsvulgarisierung;HAT THEMA;SH;Fontenelle;eingesetzt (;Wissenschaftsvulgarisierung;;RSU
364;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;Gleichfalls aus dieser Zeit datiert der Aufstieg des Totengesprächs (›<e2>dialogue des morts</e2><rel>) zu einer von Aufklärern favorisierten Gattung (</rel><e1>Fontenelle</e1>, Fénelon).;(Werke) Fontenelle Genre dialogue des morts;Genre;SH;Fontenelle;) zu einer von Aufklärern favorisierten Gattung (;dialogue des morts;;ZZZ
365;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;Gleichfalls aus dieser Zeit datiert der Aufstieg des Totengesprächs (›<e2>dialogue des morts</e2><rel>) zu einer von Aufklärern favorisierten Gattung (Fontenelle, </rel><e1>Fénelon</e1>).;(Werke) Fénelon Genre dialogue des morts;Genre;SH;Fénelon;) zu einer von Aufklärern favorisierten Gattung (Fontenelle, ;dialogue des morts;;ZZZ
366;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;Gleichfalls aus dieser Zeit datiert der Aufstieg des Totengesprächs (›dialogue des morts‹) zu einer von <e2>Aufklärern</e2><rel>favorisierten Gattung (</rel><e1>Fontenelle</e1>, Fénelon).;Fontenelle describedAs Aufklärer;describedAs;SH;Fontenelle;favorisierten Gattung (;Aufklärern;;RSU
367;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;Gleichfalls aus dieser Zeit datiert der Aufstieg des Totengesprächs (›dialogue des morts‹) zu einer von <e2>Aufklärern</e2><rel>favorisierten Gattung (Fontenelle, </rel><e1>Fénelon</e1>).;Fénelon describedAs Aufklärer;describedAs;SH;Fénelon;favorisierten Gattung (Fontenelle, ;Aufklärern;;RSU
368;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;Gleichfalls aus dieser Zeit datiert der Aufstieg des Totengesprächs (›dialogue des morts‹) zu einer von Aufklärern favorisierten Gattung (<e1>Fontenelle</e1><rel> </rel><e2>Fénelon</e2>).;Fontenelle IsRelatedTo Fénelon;IsRelatedTo;SH;Fontenelle; ;Fénelon;;RTS
369;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;"In philosophischen Schriften kommt der Dialogform eine außerordentlich große Bedeutung zu; die Grenze zwischen Fiktion und philosophischer Theorie löst sich hier tendenziell auf (<e1>Diderot</e1>, Le rêve de d’Alembert, 1769; Sade, La philosophie dans le boudoir, 1795).";Denis Diderot author Le rêve de d‘Alembert;author;SH;Diderot;;Not Found;;RTS
370;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;"In philosophischen Schriften kommt der Dialogform eine außerordentlich große Bedeutung zu; die Grenze zwischen Fiktion und philosophischer Theorie löst sich hier tendenziell auf (Diderot, <e1>Le rêve de</e1><rel>d’Alembert, </rel><e2>1769</e2>; Sade, La philosophie dans le boudoir, 1795).";Le rêve de d‘Alembert date of publication 1769;date of publication;SH;Le rêve de;d’Alembert, ;1769;;RTS
371;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;"In philosophischen Schriften kommt der <e2>Dialogform</e2><rel>eine außerordentlich große Bedeutung zu; die Grenze zwischen Fiktion und philosophischer Theorie löst sich hier tendenziell auf (Diderot, </rel><e1>Le rêve de d’Alembert</e1>, 1769; Sade, La philosophie dans le boudoir, 1795).";Le rêve de d‘Alembert Genre Dialog;Genre;SH;Le rêve de d’Alembert;"eine außerordentlich große Bedeutung zu; die Grenze zwischen Fiktion und philosophischer Theorie löst sich hier tendenziell auf (Diderot, ";Dialogform;;
372;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;"In <e2>philosophischen Schriften</e2><rel>kommt der Dialogform eine außerordentlich große Bedeutung zu; die Grenze zwischen Fiktion und philosophischer Theorie löst sich hier tendenziell auf (Diderot, </rel><e1>Le rêve de d’Alembert</e1>, 1769; Sade, La philosophie dans le boudoir, 1795).";Le rêve de d‘Alembert describedAs philosophisch;describedAs;SH;Le rêve de;"kommt der Dialogform eine außerordentlich große Bedeutung zu; die Grenze zwischen Fiktion und philosophischer Theorie löst sich hier tendenziell auf (Diderot, ";philosophischen Schriften;;
373;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;"In philosophischen Schriften kommt der Dialogform eine außerordentlich große Bedeutung zu; die Grenze zwischen Fiktion und philosophischer Theorie löst sich hier tendenziell auf (Diderot, Le rêve de d’Alembert, 1769; <e1>Sade</e1><rel> </rel><e2>La philosophie dans le boudoir</e2>, 1795).";Marquis de Sade author La philosophie dans le boudoir;author;SH;Sade; ;La philosophie dans le boudoir;;RTS
374;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;"In philosophischen Schriften kommt der Dialogform eine außerordentlich große Bedeutung zu; die Grenze zwischen Fiktion und philosophischer Theorie löst sich hier tendenziell auf (Diderot, Le rêve de d’Alembert, 1769; Sade, <e1>La philosophie dans le boudoir</e1><rel> </rel><e2>1795</e2>).";La philosophie dans le boudoir date of publication 1795;date of publication;SH;La philosophie dans le boudoir; ;1795;;RTS
375;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;"In philosophischen Schriften kommt der <e2>Dialogform</e2><rel>eine außerordentlich große Bedeutung zu; die Grenze zwischen Fiktion und philosophischer Theorie löst sich hier tendenziell auf (Diderot, Le rêve de d’Alembert, 1769; Sade, </rel><e1>La philosophie dans le boudoir</e1>, 1795).";La philosophie dans le boudoir Genre Dialog;Genre;SH;La philosophie dans le boudoir;"eine außerordentlich große Bedeutung zu; die Grenze zwischen Fiktion und philosophischer Theorie löst sich hier tendenziell auf (Diderot, Le rêve de d’Alembert, 1769; Sade, ";Dialogform;;
