Unnamed: 0;Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;E1;Relation;E2;Anmerkung
676;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;612-613;[Schließlich läßt es <e1>Diderot</e1><rel>nicht an einer handfesten Moral fehlen: „Felix war ein armer Teufel, der nichts besaß, Olivier ein anderer armer Teufel, der nichts hatte. Sagen sie dasselbe von dem Köhler, und der Köhlerin und den anderen Personen dieser Erzählung, und ziehen Sie daraus den Schluß, daß es schwerlich anderswo vollständige und feste Freundschaften als zwischen Menschen geben kann, die nichts besitzen.“] Diderot orientiert hier auf menschliche Werte, die in der etablierten Gesellschaft mit ihren ständischen Konventionen, ihren </rel><e2>Besitzunterschieden</e2> und den daraus resultierenden unnatürlichen zwischenmenschlichen Beziehungen, in denen der Schein vor dem Sein rangiert, völlig verschüttet sind.;Denis Diderot ArticulatesNegativeJudgement Besitzunterschiede;ArticulatesNegativeJudgement;SH;Diderot;nicht an einer handfesten Moral fehlen: „Felix war ein armer Teufel, der nichts besaß, Olivier ein anderer armer Teufel, der nichts hatte. Sagen sie dasselbe von dem Köhler, und der Köhlerin und den anderen Personen dieser Erzählung, und ziehen Sie daraus den Schluß, daß es schwerlich anderswo vollständige und feste Freundschaften als zwischen Menschen geben kann, die nichts besitzen.“] Diderot orientiert hier auf menschliche Werte, die in der etablierten Gesellschaft mit ihren ständischen Konventionen, ihren ;Besitzunterschieden;
677;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;612-613;[Schließlich läßt es <e1>Diderot</e1><rel>nicht an einer handfesten Moral fehlen: „Felix war ein armer Teufel, der nichts besaß, Olivier ein anderer armer Teufel, der nichts hatte. Sagen sie dasselbe von dem Köhler, und der Köhlerin und den anderen Personen dieser Erzählung, und ziehen Sie daraus den Schluß, daß es schwerlich anderswo vollständige und feste Freundschaften als zwischen Menschen geben kann, die nichts besitzen.“] Diderot orientiert hier auf menschliche Werte, die in der etablierten Gesellschaft mit ihren ständischen Konventionen, ihren Besitzunterschieden und den daraus resultierenden </rel><e2>unnatürlichen zwischenmenschlichen</e2> Beziehungen, in denen der Schein vor dem Sein rangiert, völlig verschüttet sind.;Denis Diderot ArticulatesNegativeJudgement Unnatürlichkeit;ArticulatesNegativeJudgement;SH;Diderot;nicht an einer handfesten Moral fehlen: „Felix war ein armer Teufel, der nichts besaß, Olivier ein anderer armer Teufel, der nichts hatte. Sagen sie dasselbe von dem Köhler, und der Köhlerin und den anderen Personen dieser Erzählung, und ziehen Sie daraus den Schluß, daß es schwerlich anderswo vollständige und feste Freundschaften als zwischen Menschen geben kann, die nichts besitzen.“] Diderot orientiert hier auf menschliche Werte, die in der etablierten Gesellschaft mit ihren ständischen Konventionen, ihren Besitzunterschieden und den daraus resultierenden ;unnatürlichen zwischenmenschlichen;
678;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;613;Zum weiteren Sinngehalt dieser kleinen <e2>Freundschaftsnovelle</e2> bemerkt Werner Krauss treffend: „Die Selbstentfremdung, die das Schicksal der vom Luxus einer raffinierten Zivilisation zehrenden Günstlinge des Lebens ist, kann nur den an den Glücksgütern Unbeteiligten erlassen bleiben. Unter den Bedingungen der bestehenden Klassenherrschaft kann nur die unterdrückte Klasse den Sinn des menschlichen Lebens hochhalten.“;Les deux amis de Bourbonne describedAs Freundschaftsnovelle;describedAs;SH;Not Found;relation out of scope;Freundschaftsnovelle;L: No subj
679;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;613;Zum weiteren Sinngehalt dieser kleinen Freundschaftsnovelle bemerkt <e1>Werner Krauss</e1> treffend: „Die Selbstentfremdung, die das Schicksal der vom Luxus einer raffinierten Zivilisation zehrenden Günstlinge des Lebens ist, kann nur den an den Glücksgütern Unbeteiligten erlassen bleiben. Unter den Bedingungen der bestehenden Klassenherrschaft kann nur die unterdrückte Klasse den Sinn des menschlichen Lebens hochhalten.“;Werner Krauss HAT REZIPIERT Les deux amis de Bourbonne;HAT REZIPIERT;SH;Werner Krauss;relation out of scope;;L: No subj
680;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;613;Zum weiteren Sinngehalt dieser kleinen Freundschaftsnovelle bemerkt <e1>Werner Krauss</e1> treffend: „Die Selbstentfremdung, die das Schicksal der vom Luxus einer raffinierten Zivilisation zehrenden Günstlinge des Lebens ist, kann nur den an den Glücksgütern Unbeteiligten erlassen bleiben. Unter den Bedingungen der bestehenden Klassenherrschaft kann nur die unterdrückte Klasse den Sinn des menschlichen Lebens hochhalten.“;Werner Krauss IsRelatedTo Denis Diderot;IsRelatedTo;SH;Werner Krauss;relation out of scope;;L: No subj
681;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;613;Zum weiteren Sinngehalt dieser kleinen Freundschaftsnovelle bemerkt <e1>Werner Krauss</e1><rel>treffend: „Die Selbstentfremdung, die das Schicksal der vom Luxus einer raffinierten Zivilisation zehrenden Günstlinge des Leben ist, kann nur den an den Glücksgütern Unbeteiligten erlassen bleiben. Unter den Bedingungen der bestehenden</rel> <e2>Klassenherrschafts</e2> kann nur die unterdrückte Klasse den Sinn des menschlichen Lebens hochhalten.“;Werner Krauss ArticulatesNegativeJudgement Klassenherrschaft/Günstlinge des Lebens*;ArticulatesNegativeJudgement;SH;Werner Krauss;treffend: „Die Selbstentfremdung, die das Schicksal der vom Luxus einer raffinierten Zivilisation zehrenden Günstlinge des Leben ist, kann nur den an den Glücksgütern Unbeteiligten erlassen bleiben. Unter den Bedingungen der bestehenden;Klassenherrschafts;*=ArticulatesPositiveJudgement einfaches Volk?
682;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;613;Der Frage nach den moralischen und produktiven Kräften, die dem Volke, den einfachen Menschen eigen sind und die für eine Erneuerung der Gesellschaft im bürgerlichen Sinne aktiviert werden müssen, geht Diderot weiter in seinem <e2>Roman</e2> Jacques le Fataliste nach.;Jacques le fataliste et son maître Genre Roman;Genre;SH;Not Found;relation out of scope;Roman;
683;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;613;Der Frage nach den moralischen und produktiven Kräften, die dem Volke, den <e2>einfachen Menschen</e2> <rel>eigen sind und die für eine Erneuerung der Gesellschaft im bürgerlichen Sinne aktiviert werden müssen, geht Diderot weiter in seinem Roman</rel> <e1>Jacques le Fataliste</e1> nach.;Jacques le fataliste et son maître main Subject einfaches Volk;main Subject;SH;Jacques le Fataliste;eigen sind und die für eine Erneuerung der Gesellschaft im bürgerlichen Sinne aktiviert werden müssen, geht Diderot weiter in seinem Roman;einfachen Menschen;
684;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;613;[Der Frage nach den moralischen und produktiven Kräften, die dem Volke, den einfachen Menschen eigen sind und die für eine Erneuerung der Gesellschaft im bürgerlichen Sinne aktiviert werden müssen, geht Diderot weiter in seinem Roman <e1>Jacques le Fataliste</e1> nach.] <rel>Im widerspruchsvollen Verhältnis von Herr und Knecht erfährt sie, nunmehr auf eine</rel> <e2>philosophische Ebene</e2> gehoben, eine tiefgründige Deutung.;Jacques le fataliste et son maître describedAs philosophisch;describedAs;SH;Jacques le Fataliste;Im widerspruchsvollen Verhältnis von Herr und Knecht erfährt sie, nunmehr auf eine;philosophische Ebene;
685;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;613;[Der Frage nach den moralischen und produktiven Kräften, die dem Volke, den einfachen Menschen eigen sind und die für eine Erneuerung der Gesellschaft im bürgerlichen Sinne aktiviert werden müssen, geht Diderot weiter in seinem Roman <e1>Jacques le Fataliste</e1> nach.] <rel>Im widerspruchsvollen Verhältnis von Herr und Knecht erfährt sie, nunmehr auf eine philosophische Ebene gehoben, eine</rel> <e2>tiefgründige Deutung</e2>.;Jacques le fataliste et son maître describedAs tiefgründig;describedAs;SH;Jacques le Fataliste;Im widerspruchsvollen Verhältnis von Herr und Knecht erfährt sie, nunmehr auf eine philosophische Ebene gehoben, eine;tiefgründige Deutung;
686;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;613;<e2>Jacques</e2> der Fatalist, ein Diener und Faktotum seines charakterlosen, anonymen Herrn, begleitet diesen auf irgendeiner Reise, deren Route und Ziel dem Leser unbekannt bleiben.;Jacques le fataliste et son maître protagonist Jacques;protagonist;SH;Not Found;relation out of scope;Jacques;L: Double E1
687;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;613-614;Der Roman wird zu einem bunten Mosaik von Dialogen, Erzählungen, eingefügten Novellen, Anekdoten und Episoden.;Jacques le fataliste et son maître Subgenre* Dialog;Subgenre;SH;Not Found;relation out of scope;Not Found;L: No subj
688;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;613-614;Der Roman wird zu einem bunten Mosaik von Dialogen, Erzählungen, eingefügten Novellen, Anekdoten und Episoden.;Jacques le fataliste et son maître Subgenre* Erzählung;Subgenre;SH;Not Found;relation out of scope;Not Found;L: No subj
689;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;613-614;Der Roman wird zu einem bunten Mosaik von Dialogen, Erzählungen, eingefügten Novellen, Anekdoten und Episoden.;Jacques le fataliste et son maître Subgenre* Novelle;Subgenre;SH;Not Found;relation out of scope;Not Found;L: No subj
690;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;613-614;Der Roman wird zu einem bunten Mosaik von Dialogen, Erzählungen, eingefügten Novellen, Anekdoten und Episoden.;Jacques le fataliste et son maître Subgenre* Anekdote;Subgenre;SH;Not Found;relation out of scope;Not Found;L: No subj
691;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;Indem <e1>Diderot</e1><rel>dem Beispiel von Tristram Shandy von </rel><e2>Laurence Sterne</e2> folgt, unterbricht er häufig die Erzählung, um sich unmittelbar an den Leser zu wenden und die Handlungen zu glossieren und zu kommentieren.;Denis Diderot InfluencedBy Laurence Sterne;InfluencedBy;SH;Diderot;dem Beispiel von Tristram Shandy von ;Laurence Sterne;
692;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;Indem Diderot dem Beispiel von Tristram Shandy von Laurence Sterne folgt, unterbricht er häufig die Erzählung, um sich unmittelbar an den Leser zu wenden und die Handlungen zu glossieren und zu kommentieren.;Jacques le fataliste et son maître Inspired By Tristram Shandy;Inspired By;SH;Not Found;relation out of scope;Not Found;L: No subj
693;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;Indem Diderot dem Beispiel von <e2>Tristram Shandy</e2><rel>von </rel><e1>Laurence Sterne</e1> folgt, unterbricht er häufig die Erzählung, um sich unmittelbar an den Leser zu wenden und die Handlungen zu glossieren und zu kommentieren.;Laurence Sterne author Tristram Shandy;author;SH;Laurence Sterne;von ;Tristram Shandy;
694;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;Indem <e1>Diderot</e1> dem Beispiel von Tristram Shandy von Laurence Sterne folgt, unterbricht er häufig die Erzählung, um sich unmittelbar an den Leser zu wenden und die Handlungen zu glossieren und zu kommentieren.;Denis Diderot HAT REZIPIERT Jacques le fataliste et son maître;HAT REZIPIERT*;SH;Diderot;relation out of scope;;L: No subj
695;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;In der ungekünstelten Erzählung <e1>Jacques</e1><rel> über seine Liebesabenteuer finden sich viele Anklänge an den offenherzigen Humor eines </rel><e2>Rabelais</e2>. Seine fatalistische Philosophie ist zugleich Ausdruck eines unerschütterlichen Optimismus, in dem sich letztlich der Glaube des Bürgertums an den gesellschaftlichen Fortschritt manifestiert.;Jacques* IsComparedTo François Rabelais;IsComparedTo;SH;Jacques; über seine Liebesabenteuer finden sich viele Anklänge an den offenherzigen Humor eines ;Rabelais;*Figur
696;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;In der ungekünstelten Erzählung Jacques‘ über seine Liebesabenteuer finden sich viele Anklänge an den <e2>offenherzigen Humor</e2><rel>eines </rel><e1>Rabelais</e1>. Seine fatalistische Philosophie ist zugleich Ausdruck eines unerschütterlichen Optimismus, in dem sich letztlich der Glaube des Bürgertums an den gesellschaftlichen Fortschritt manifestiert.;François Rabelais describedAs offenherzig;describedAs;SH;Rabelais;eines ;offenherzigen Humor;
697;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;In der ungekünstelten Erzählung Jacques‘ über seine Liebesabenteuer finden sich viele Anklänge an den offenherzigen <e2>Humor</e2><rel>eines </rel><e1>Rabelais</e1>. Seine fatalistische Philosophie ist zugleich Ausdruck eines unerschütterlichen Optimismus, in dem sich letztlich der Glaube des Bürgertums an den gesellschaftlichen Fortschritt manifestiert.;François Rabelais describedAs humorvoll;describedAs;SH;Rabelais;eines ;Humor;
698;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;Diderot stellt mit der Vielzahl einzelner Geschichten, die den Grundbestand des Romans bilden, verschiedene moralisch-gesellschaftliche Komplexe dar: Erwähnung verdienen hier besonders die im bäuerlichen Milieu spielende Liebesgeschichte Jacques‘, das entscheidend von aristokratischen Interessen geprägte Liebeserlebnis des Herrn, vor allem aber auch die Erzählung von der Liebe und der Rache der Madame de la Pommeraye, die auf Grund ihrer inneren Geschlossenheit und literarischen Qualität einen ganz besonderen Platz einnimmt.;Jacques le fataliste et son maître describedAs konzipiert aus mehreren Geschichten;describedAs;SH;Not Found;relation out of scope;Not Found;L: No subj
699;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;Diderot stellt mit der Vielzahl einzelner Geschichten, die den Grundbestand des Romans bilden, verschiedene <e2>moralisch</e2>-gesellschaftliche Komplexe dar: Erwähnung verdienen hier besonders die im bäuerlichen Milieu spielende Liebesgeschichte Jacques‘, das entscheidend von aristokratischen Interessen geprägte Liebeserlebnis des Herrn, vor allem aber auch die Erzählung von der Liebe und der Rache der Madame de la Pommeraye, die auf Grund ihrer inneren Geschlossenheit und literarischen Qualität einen ganz besonderen Platz einnimmt.;Jacques le fataliste et son maître describedAs moralisch-gesellschaftlich;describedAs;SH;Not Found;relation out of scope;moralisch;L: No subj
700;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;Diderot stellt mit der Vielzahl einzelner Geschichten, die den Grundbestand des Romans bilden, verschiedene moralisch-gesellschaftliche Komplexe dar: Erwähnung verdienen hier besonders die im bäuerlichen Milieu spielende Liebesgeschichte Jacques‘, das entscheidend von aristokratischen Interessen geprägte Liebeserlebnis des Herrn, vor allem aber auch die Erzählung von der Liebe und der Rache der Madame de la Pommeraye, die auf Grund ihrer inneren Geschlossenheit und literarischen Qualität einen ganz besonderen Platz einnimmt.;Jacques le fataliste et son maître main Subject bäuerliche Liebesgeschichten;main Subject;SH;Not Found;relation out of scope;Not Found;L: No subj
701;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;Diderot stellt mit der Vielzahl einzelner Geschichten, die den Grundbestand des Romans bilden, verschiedene moralisch-gesellschaftliche Komplexe dar: Erwähnung verdienen hier besonders die im bäuerlichen Milieu spielende Liebesgeschichte Jacques‘, das entscheidend von aristokratischen Interessen geprägte Liebeserlebnis des Herrn, vor allem aber auch die Erzählung von der Liebe und der Rache der Madame de la Pommeraye, die auf Grund ihrer inneren Geschlossenheit und literarischen Qualität einen ganz besonderen Platz einnimmt.;Jacques le fataliste et son maître HAT QUALITÄT „hoch“*;HAT QUALITÄT;SH;Not Found;relation out of scope;;L: No subj
702;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;[Diderot stellt mit der Vielzahl einzelner Geschichten, die den Grundbestand des Romans bilden, verschiedene moralisch-gesellschaftliche Komplexe dar: Erwähnung verdienen hier besonders die im bäuerlichen Milieu spielende Liebesgeschichte Jacques‘, das entscheidend von aristokratischen Interessen geprägte Liebeserlebnis des Herrn, vor allem aber auch die Erzählung von der Liebe und der Rache der Madame de la Pommeraye, die auf Grund ihrer inneren Geschlossenheit und literarischen Qualität einen ganz besonderen Platz einnimmt.] Sie zählt zu den <e2>hervorragendsten Beispielen</e2> der französischen Novellistik des 18. Jahrhunderts. Durch die Feinheit der psychologischen Analyse und die präzise Charakteristik der zeitgenössischen Sitten enthüllt diese Erzählung einer alternden Dame von Welt, die ihren Geliebten verliert, dem Leser die Kehrseite des geplanten Jahrhunderts.;Jacques le fataliste et son maître describedAs hervorragend;describedAs;SH;Not Found;relation out of scope;hervorragendsten Beispielen;L: No subj
703;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;[Diderot stellt mit der Vielzahl einzelner Geschichten, die den Grundbestand des Romans bilden, verschiedene moralisch-gesellschaftliche Komplexe dar: Erwähnung verdienen hier besonders die im bäuerlichen Milieu spielende Liebesgeschichte Jacques‘, das entscheidend von aristokratischen Interessen geprägte Liebeserlebnis des Herrn, vor allem aber auch die Erzählung von der Liebe und der Rache der Madame de la Pommeraye, die auf Grund ihrer inneren Geschlossenheit und literarischen Qualität einen ganz besonderen Platz einnimmt.] Sie zählt zu den hervorragendsten Beispielen der französischen Novellistik des 18. Jahrhunderts. Durch die Feinheit der <e2>psychologischen Analyse</e2> und die präzise Charakteristik der zeitgenössischen Sitten enthüllt diese Erzählung einer alternden Dame von Welt, die ihren Geliebten verliert, dem Leser die Kehrseite des geplanten Jahrhunderts.;Jacques le fataliste et son maître describedAs psychologisch;describedAs;SH;Not Found;relation out of scope;psychologischen Analyse;L: No subj
704;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;[Diderot stellt mit der Vielzahl einzelner Geschichten, die den Grundbestand des Romans bilden, verschiedene moralisch-gesellschaftliche Komplexe dar: Erwähnung verdienen hier besonders die im bäuerlichen Milieu spielende Liebesgeschichte Jacques‘, das entscheidend von aristokratischen Interessen geprägte Liebeserlebnis des Herrn, vor allem aber auch die Erzählung von der Liebe und der Rache der Madame de la Pommeraye, die auf Grund ihrer inneren Geschlossenheit und literarischen Qualität einen ganz besonderen Platz einnimmt.] Sie zählt zu den hervorragendsten Beispielen der französischen Novellistik des 18. Jahrhunderts. Durch die Feinheit der psychologischen Analyse und die <e2>präzise Charakteristik</e2> der zeitgenössischen Sitten enthüllt diese Erzählung einer alternden Dame von Welt, die ihren Geliebten verliert, dem Leser die Kehrseite des geplanten Jahrhunderts.;Jacques le fataliste et son maître describedAs präzise;describedAs;SH;Not Found;relation out of scope;präzise Charakteristik;L: No subj
705;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;[Diderot stellt mit der Vielzahl einzelner Geschichten, die den Grundbestand des Romans bilden, verschiedene moralisch-gesellschaftliche Komplexe dar: Erwähnung verdienen hier besonders die im bäuerlichen Milieu spielende Liebesgeschichte Jacques‘, das entscheidend von aristokratischen Interessen geprägte Liebeserlebnis des Herrn, vor allem aber auch die Erzählung von der Liebe und der Rache der Madame de la Pommeraye, die auf Grund ihrer inneren Geschlossenheit und literarischen Qualität einen ganz besonderen Platz einnimmt.] Sie zählt zu den hervorragendsten Beispielen der französischen Novellistik des 18. Jahrhunderts. Durch die Feinheit der psychologischen Analyse und die präzise Charakteristik der <e2>zeitgenössischen Sitten</e2> enthüllt diese Erzählung einer alternden Dame von Welt, die ihren Geliebten verliert, dem Leser die Kehrseite des geplanten Jahrhunderts.;Jacques le fataliste et son maître describedAs zeitgenössisch*;describedAs;SH;Not Found;relation out of scope;zeitgenössischen Sitten;L: No subj
706;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614;[Diderot stellt mit der Vielzahl einzelner Geschichten, die den Grundbestand des Romans bilden, verschiedene moralisch-gesellschaftliche Komplexe dar: Erwähnung verdienen hier besonders die im bäuerlichen Milieu spielende Liebesgeschichte Jacques‘, das entscheidend von aristokratischen Interessen geprägte Liebeserlebnis des Herrn, vor allem aber auch die Erzählung von der Liebe und der Rache der Madame de la Pommeraye, die auf Grund ihrer inneren Geschlossenheit und literarischen Qualität einen ganz besonderen Platz einnimmt. (…)] Als einer der ersten hat <e2>Schiller</e2><rel>die literarische Bedeutung dieser Novelle erkannt und sie unter dem Titel </rel><e1>Merkwürdiges Beispiel einer weiblichen Rache</e1> ins Deutsche übersetzt.;Merkwürdiges Beispiel einer weiblichen Rache* hasTranslator Friedrich Schiller;hasTranslator;SH;Merkwürdiges Beispiel einer weiblichen Rache;relation out of scope;Schiller;L: No subj
707;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614-615;[Als einer der ersten hat Schiller die literarische Bedeutung dieser Novelle erkannt und sie unter dem Titel Merkwürdiges Beispiel einer weiblichen Rache ins Deutsche übersetzt.] Daneben gibt es noch eine Reihe andere Erzählungen und Episoden aus dem niederen und gehobenen bürgerlichen Milieu sowie aus dem Umkreis der Kirche, wobei letztlich immer moralische Fragen in den Vordergrund treten, die in ihrer sozialen Bedingtheit gesehen werden.;Jacques le fataliste et son maître main Subject bürgerliches Milieu;main Subject;SH;Not Found;relation out of scope;Not Found;L: No subj
708;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614-615;[Als einer der ersten hat Schiller die literarische Bedeutung dieser Novelle erkannt und sie unter dem Titel Merkwürdiges Beispiel einer weiblichen Rache ins Deutsche übersetzt.] Daneben gibt es noch eine Reihe andere Erzählungen und Episoden aus dem niederen und gehobenen bürgerlichen Milieu sowie aus dem Umkreis der Kirche, wobei letztlich immer moralische Fragen in den Vordergrund treten, die in ihrer sozialen Bedingtheit gesehen werden.;Jacques le fataliste et son maître main Subject moralische Fragen;main Subject;SH;Not Found;relation out of scope;Not Found;L: No subj
709;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;614-615;[Als einer der ersten hat Schiller die literarische Bedeutung dieser Novelle erkannt und sie unter dem Titel Merkwürdiges Beispiel einer weiblichen Rache ins Deutsche übersetzt.] Daneben gibt es noch eine Reihe andere Erzählungen und Episoden aus dem niederen und gehobenen bürgerlichen Milieu sowie aus dem Umkreis der Kirche, wobei letztlich immer moralische Fragen in den Vordergrund treten, die in ihrer <e2>sozialen Bedingtheit</e2> gesehen werden.;Jacques le fataliste et son maître describedAs sozial;describedAs;SH;Not Found;relation out of scope;sozialen Bedingtheit;L: No subj
710;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;615;Wie die beiden Freunde auf <e1>Bourbonne</e1> besitzt Jacques keine Moral im traditionellen Sinn mehr.;Les deux amis de Bourbonne IsComparedTo Jacque le fataliste et son maître;IsComparedTo*;SH;Bourbonne;relation out of scope;;L: No subj
711;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;616;Wie bereits angedeutet sprengt Jacques le Fataliste alle Formen und Regeln des traditionellen Romans.;Jacques le fataliste et son maître describedAs* nicht traditionell;describedAs;SH;Not Found;relation out of scope;Not Found;L: No subj
712;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;616;[Wie bereits angedeutet sprengt <e1>Jacques le Fataliste</e1> <rel>alle Formen und Regeln des traditionellen Romans</rel>.] Auf <e2>Fabel</e2> und kontinuierliche Handlung wurde verzichtet. Elemente verschiedener erzählerischer Genres und pathetische, satirische, ironische, burleske und humoristische Gestaltungsweisen und Töne wechseln einander ab.;Jacques le fataliste et son maître IsDissimilarTo Fabel;IsDissimilarTo;SH;Jacques le Fataliste;alle Formen und Regeln des traditionellen Romans;Fabel;
